Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000169359,SLC33A1,39,1.02002,23,0.15909,33,0.85370,15,-0.6053,35,0.84641,0,-6.5552,12,-0.8821
ENSG00000163655,GMPS,17,-0.9332,30,-0.1179,43,0.49221,39,0.44262,51,0.72520,6,-2.4165,20,-0.7587
ENSG00000169282,KCNAB1,29,-1.5254,109,0.49927,158,1.30275,94,0.37958,31,-1.4250,29,-1.5266,32,-1.4620
ENSG00000114850,SSR3,104,0.30682,59,-0.5778,84,-0.0307,74,-0.2954,151,0.91285,72,-0.2809,89,0.06018
ENSG00000163659,TIPARP,42,2.13195,1,-2.9692,8,-0.7044,10,-0.3812,0,-4.0701,5,-1.1651,20,0.90555
ENSG00000163660,CCNL1,43,0.89370,24,-0.0129,23,-0.0973,18,-0.5581,69,1.74545,0,-5.0892,18,-0.4778
ENSG00000174891,RSRC1,21,-1.1431,67,0.63669,46,0.03199,29,-0.8289,49,0.13200,105,1.39576,44,-0.0323
ENSG00000178053,MLF1,14,-0.8228,19,-0.3516,29,0.36152,24,-0.0215,13,-0.9303,37,0.68296,25,0.10745
ENSG00000168827,GFM1,55,0.39365,56,0.41670,34,-0.3830,53,0.46518,33,-0.4069,8,-2.4073,42,-0.0411
ENSG00000079257,LXN,4,-2.7053,27,-0.0169,39,0.62328,45,1.27407,27,-0.0294,8,-1.8019,2,-3.8427
ENSG00000118855,MFSD1,23,-0.2595,17,-0.6967,23,-0.2309,27,-0.0131,64,1.41624,20,-0.4720,23,-0.2657
ENSG00000180044,C3orf80,0,-6.6635,79,1.01007,97,1.62791,48,0.30347,1,-5.4706,18,-1.2981,10,-2.1522
ENSG00000068885,IFT80,31,-0.3763,28,-0.5252,56,0.62319,48,0.45006,27,-0.5923,37,-0.0947,23,-0.8727
ENSG00000186432,KPNA4,64,-0.4480,117,0.50360,99,0.26016,98,0.30660,51,-0.7829,67,-0.3708,67,-0.3934
ENSG00000163590,PPM1L,42,-1.0065,61,-0.4508,150,1.13429,93,0.27872,49,-0.7805,47,-0.8301,55,-0.6535
ENSG00000169255,B3GALNT1,25,-2.1165,78,-0.4517,167,0.86606,138,0.66292,51,-1.0757,81,-0.3907,63,-0.8170
ENSG00000169251,NMD3,49,0.58614,30,-0.1935,30,-0.1888,32,-0.1004,37,0.14918,24,-0.5418,38,0.21687
ENSG00000121871,SLITRK3,10,-0.6020,5,-1.5212,13,-0.1494,23,1.05218,0,-6.8066,5,-1.6671,20,0.51551
ENSG00000244128,LINC01322,7,-1.2455,8,-1.0539,3,-2.5489,8,-1.2727,0,-6.9605,32,1.04666,56,2.65693
ENSG00000114200,BCHE,66,2.02693,1,-4.1058,5,-2.1596,22,0.23167,1,-4.4126,28,0.54273,23,0.23427
ENSG00000114209,PDCD10,44,0.21585,24,-0.7217,36,-0.1067,51,0.63487,35,-0.1502,14,-1.5231,35,-0.1561
ENSG00000163536,SERPINI1,179,-1.9310,433,-0.6060,727,0.22138,1196,1.72037,149,-2.1969,210,-1.6892,238,-1.5945
ENSG00000173905,GOLIM4,147,1.62134,44,-0.3765,20,-1.6364,24,-1.5390,98,0.91706,66,0.27497,88,0.83641
ENSG00000008952,SEC62,480,0.66808,279,-0.1969,342,0.13326,227,-0.6721,273,-0.2336,424,0.46509,377,0.30655
ENSG00000173889,PHC3,39,0.62408,21,-0.3540,26,-0.0136,26,-0.0101,19,-0.4665,31,0.26896,24,-0.1455
ENSG00000163558,PRKCI,4,-3.0989,38,0.03906,56,0.74881,45,0.42887,20,-0.9255,54,0.58795,18,-1.1187
ENSG00000136603,SKIL,24,-0.3018,22,-0.4243,39,0.53840,24,-0.3722,28,-0.0443,50,0.87677,24,-0.2961
ENSG00000013297,CLDN11,875,6.07802,2,-4.9508,9,-3.3668,8,-3.8687,28,-1.6331,14,-2.6796,21,-2.1710
ENSG00000013293,SLC7A14,25,-1.1741,27,-1.0319,78,0.66233,74,0.75801,14,-1.9667,66,0.32432,31,-0.9266
ENSG00000163584,RPL22L1,40,0.32237,41,0.35366,17,-1.0386,21,-0.8316,102,1.92383,20,-0.7673,35,0.12094
ENSG00000163577,EIF5A2,8,-0.5072,14,0.29266,15,0.50680,12,0.21975,4,-1.6154,1,-3.1398,14,0.42239
ENSG00000154310,TNIK,24,-1.0757,37,-0.3970,74,0.77699,29,-0.9879,49,0.02877,85,0.90833,60,0.38305
ENSG00000144959,NCEH1,11,-2.3887,36,-0.6911,76,0.53759,87,1.06491,2,-4.5375,29,-1.0210,50,-0.2191
ENSG00000169760,NLGN1,20,-0.2675,4,-2.6149,23,-0.0911,39,1.20286,5,-2.1988,12,-0.9997,23,-0.0802
ENSG00000177565,TBL1XR1,76,-0.4632,80,-0.3790,141,0.56916,103,0.01106,129,0.36592,79,-0.4023,86,-0.3005
ENSG00000172667,ZMAT3,54,-0.8812,88,-0.1252,135,0.61729,80,-0.3645,78,-0.3115,134,0.54529,101,0.09643
ENSG00000121879,PIK3CA,10,-1.4467,23,-0.2120,28,0.12003,31,0.36021,33,0.38723,7,-1.8496,30,0.27297
ENSG00000121864,ZNF639,37,0.45602,36,0.40477,25,-0.1485,29,0.08019,34,0.34392,12,-1.2462,24,-0.2649
ENSG00000171109,MFN1,14,-0.7209,20,-0.1781,32,0.60441,24,0.07499,32,0.53279,20,-0.1738,14,-0.7789
ENSG00000114450,GNB4,25,-1.0392,52,0.05123,143,2.16495,20,-1.6729,54,0.11931,66,0.44335,19,-1.5656
ENSG00000136522,MRPL47,59,0.33845,27,-0.8814,41,-0.2628,61,0.56356,57,0.28465,50,0.06229,27,-0.9186
ENSG00000136521,NDUFB5,91,-0.9637,193,0.19242,110,-0.7291,233,0.73361,165,-0.0595,179,0.06910,136,-0.3898
ENSG00000114757,PEX5L,170,0.33096,168,0.31939,230,0.94638,133,-0.0663,22,-2.7431,84,-0.7576,107,-0.4244
ENSG00000163728,TTC14,43,0.30052,27,-0.4290,42,0.30695,24,-0.8001,69,1.08145,48,0.47566,30,-0.2843
ENSG00000114416,FXR1,115,0.82764,62,-0.1554,81,0.28760,68,-0.0325,45,-0.6393,46,-0.6308,62,-0.1755
ENSG00000205981,DNAJC19,49,-0.9681,100,0.12780,68,-0.5141,126,0.72695,113,0.31899,96,0.06680,56,-0.8355
ENSG00000242808,SOX2-OT,1056,4.21113,18,-3.0582,30,-2.4241,44,-2.0961,50,-1.5698,32,-2.1957,144,0.05493
ENSG00000241231,AC068308.1,15,0.58559,4,-1.2396,10,-0.0808,3,-1.8872,11,0.10268,0,-4.7606,30,2.16314
ENSG00000181449,SOX2,166,1.13543,31,-1.5051,35,-1.3988,23,-2.2806,221,1.64368,44,-0.9719,186,1.57380
ENSG00000043093,DCUN1D1,54,0.57657,41,0.14642,44,0.29818,25,-0.7716,45,0.28672,37,-0.0100,41,0.16010
ENSG00000078070,MCCC1,18,-0.0835,10,-0.9909,10,-0.9488,23,0.45433,46,1.47151,1,-3.6442,19,0.01636
ENSG00000053524,MCF2L2,2,-2.1670,15,0.56272,18,0.95030,6,-1.0662,11,0.08459,10,-0.1255,14,0.54130
ENSG00000114796,KLHL24,95,1.25271,36,-0.3326,29,-0.6969,41,-0.1583,72,0.78856,6,-2.8575,50,0.20433
ENSG00000163872,YEATS2,50,0.20820,35,-0.3347,55,0.38536,54,0.46150,51,0.24916,3,-3.7627,31,-0.5707
ENSG00000180834,MAP6D1,224,3.43964,4,-3.0922,20,-1.0387,33,-0.2476,1,-4.8033,2,-3.8140,22,-0.8775
ENSG00000175193,PARL,40,0.07725,36,-0.1043,43,0.20737,41,0.15233,42,0.15457,19,-1.0529,36,-0.1154
ENSG00000114770,ABCC5,12,-2.3964,89,0.56455,99,0.82703,62,-0.0381,54,-0.2190,43,-0.5645,54,-0.2404
ENSG00000145191,EIF2B5,25,-0.8550,34,-0.3720,48,0.16586,55,0.54395,49,0.19214,39,-0.1730,29,-0.6516
ENSG00000161202,DVL3,71,0.69824,37,-0.3478,43,-0.1213,49,0.12043,54,0.26408,36,-0.3636,37,-0.3835
ENSG00000161203,AP2M1,208,-1.7566,732,0.15823,842,0.42797,962,0.90999,527,-0.3555,304,-1.1912,320,-1.1890
ENSG00000161204,ABCF3,30,-0.2518,44,0.32726,32,-0.1823,55,1.08585,2,-4.0841,10,-1.8172,28,-0.4016
ENSG00000145198,VWA5B2,44,0.13494,46,0.18823,43,0.10704,40,-0.0138,9,-2.2154,56,0.50506,42,0.06967
ENSG00000214160,ALG3,15,0.35770,17,0.56666,13,0.11121,14,0.43635,0,-5.6719,2,-2.4015,12,0.10578
ENSG00000163888,CAMK2N2,23,-2.6947,89,-0.7092,71,-1.1214,262,1.67462,87,-0.7460,96,-0.6080,108,-0.4622
ENSG00000145194,ECE2,8,-1.1110,5,-1.8158,2,-3.1788,31,1.53507,23,0.43762,0,-6.4248,22,0.41457
ENSG00000175166,PSMD2,100,-0.3965,103,-0.3465,122,-0.0899,172,0.67458,126,-0.0390,86,-0.6196,100,-0.4271
ENSG00000114867,EIF4G1,70,-0.4352,65,-0.5377,98,0.10322,97,0.10458,134,0.58387,117,0.37149,70,-0.4665
ENSG00000175182,FAM131A,23,-3.2780,215,0.00098,401,1.17236,246,0.30558,165,-0.4113,140,-0.6607,124,-0.9079
ENSG00000163882,POLR2H,52,-0.0958,69,0.35626,36,-0.6969,73,0.64756,31,-0.8542,64,0.22539,41,-0.4939
ENSG00000090539,CHRD,5,-2.5560,25,-0.2552,18,-0.8142,48,1.15636,22,-0.4631,40,0.46872,20,-0.6769
ENSG00000182580,EPHB3,2,-2.5871,21,0.95488,18,0.72816,11,-0.1884,15,0.35560,2,-2.2188,11,-0.0908
ENSG00000177383,MAGEF1,51,-0.6271,77,0.01272,76,-0.0043,106,0.77066,57,-0.4593,39,-1.0253,59,-0.4328
ENSG00000156931,VPS8,35,-0.0276,47,0.44322,28,-0.3785,49,0.76868,28,-0.3466,23,-0.6448,20,-0.9620
ENSG00000187068,C3orf70,27,0.18223,10,-1.2738,10,-1.4454,23,-0.0984,12,-1.0451,26,0.11515,52,1.43947
ENSG00000073803,MAP3K13,57,0.57683,28,-0.5294,33,-0.2939,35,-0.2615,23,-0.8539,48,0.29646,57,0.64650
ENSG00000163900,TMEM41A,20,0.09908,2,-3.0788,23,0.31617,24,0.58227,28,0.63660,2,-3.2720,16,-0.2970
ENSG00000163904,SENP2,28,-0.9509,34,-0.6421,65,0.38353,54,0.07781,54,0.04255,79,0.65253,43,-0.3326
ENSG00000136527,TRA2B,67,-0.3846,89,0.06348,94,0.17264,90,0.12169,107,0.35775,54,-0.7065,79,-0.1275
ENSG00000244405,ETV5,54,-0.3448,63,-0.1172,132,1.25121,50,-0.6109,50,-0.4731,49,-0.4921,67,-0.0222
ENSG00000058866,DGKG,10,-2.2412,39,-0.1955,53,0.32498,64,0.89246,34,-0.3998,11,-2.1097,37,-0.2876
ENSG00000090520,DNAJB11,22,-0.5726,14,-1.2195,35,0.12731,43,0.64471,27,-0.2811,44,0.49298,20,-0.7886
ENSG00000156976,EIF4A2,300,-1.5041,588,-0.4895,972,0.33063,1144,0.84419,528,-0.6549,680,-0.2651,528,-0.7057
ENSG00000073849,ST6GAL1,61,0.51394,20,-1.1822,63,0.61801,16,-1.8319,102,1.38223,78,0.90840,40,-0.1665
ENSG00000163923,RPL39L,20,-0.3150,48,1.05908,32,0.44702,22,-0.2992,33,0.43451,5,-2.2227,21,-0.2854
ENSG00000127241,MASP1,33,1.01658,14,-0.3207,20,0.23965,7,-1.7007,74,2.54717,0,-5.6385,11,-0.7902
ENSG00000157005,SST,38,-2.6030,1,-7.3271,25,-3.3410,563,3.63604,10,-4.5222,130,-0.7954,65,-1.9198
ENSG00000113916,BCL6,19,-0.5637,18,-0.6366,13,-1.2305,29,0.15830,83,1.86731,20,-0.4446,23,-0.3157
ENSG00000145012,LPP,24,0.80630,3,-2.3534,3,-2.1014,7,-1.2186,65,2.71089,10,-0.5621,16,0.25657
ENSG00000152492,CCDC50,54,0.60551,9,-2.0017,23,-0.7409,19,-1.2757,110,1.84999,38,0.05800,54,0.69794
ENSG00000114279,FGF12,14,-3.7323,233,0.43119,323,1.11746,155,-0.2902,102,-0.8482,357,1.14262,81,-1.2829
ENSG00000180611,MB21D2,9,-0.6333,4,-1.7720,21,0.77763,19,0.82358,2,-2.5395,12,-0.1842,8,-0.7781
ENSG00000127249,ATP13A4,32,0.78411,5,-2.0827,14,-0.5005,9,-1.3977,23,0.22460,2,-3.2698,54,2.06108
ENSG00000198836,OPA1,57,-0.9509,110,0.06778,194,1.14354,108,0.04259,33,-1.7711,59,-0.8865,94,-0.1929
ENSG00000114315,HES1,25,0.07996,8,-1.5281,2,-3.6283,5,-2.6541,152,3.59012,6,-1.9478,36,0.71085
ENSG00000133657,ATP13A3,56,1.35737,16,-0.6847,24,-0.0697,25,0.03329,26,0.09291,7,-1.8665,21,-0.2228
ENSG00000041802,LSG1,5,-1.2724,13,-0.0166,21,0.88826,18,0.77899,0,-6.6066,7,-0.9139,8,-0.8104
ENSG00000173950,XXYLT1,5,-1.0619,0,-4.3211,16,0.83951,12,0.49877,0,-6.2576,5,-0.9410,14,0.57690
ENSG00000114331,ACAP2,49,0.43794,12,-1.7006,31,-0.2911,21,-1.0600,64,0.88074,69,1.01279,51,0.58552
ENSG00000184203,PPP1R2,38,-1.1619,81,-0.0044,95,0.27934,109,0.68607,49,-0.7693,80,-0.0159,50,-0.7911
ENSG00000189058,APOD,1325,2.31197,117,-1.6818,132,-1.5884,93,-2.3783,1306,2.28293,277,-0.3827,297,-0.3037
ENSG00000061938,TNK2,86,-0.2971,159,0.68585,107,0.06339,93,-0.2237,108,0.06960,127,0.31932,88,-0.2743
ENSG00000072274,TFRC,20,-1.5975,58,0.01819,51,-0.1937,59,0.07582,96,0.83180,42,-0.4798,66,0.24969
ENSG00000161217,PCYT1A,25,0.01721,21,-0.3091,33,0.45050,18,-0.6641,28,0.13942,26,0.03924,33,0.46592
ENSG00000213123,TCTEX1D2,26,-1.2388,60,0.02077,47,-0.3760,88,0.97091,49,-0.3059,61,0.03759,34,-0.9110
ENSG00000163960,UBXN7,27,0.09412,16,-0.6361,26,0.09314,18,-0.6852,28,0.18430,73,1.80780,16,-0.7211
ENSG00000163961,RNF168,46,0.92450,53,1.18332,33,0.46792,11,-1.4872,15,-0.8489,28,0.16900,27,0.06388
ENSG00000174013,FBXO45,7,-2.0621,21,-0.4233,36,0.42550,29,0.05092,24,-0.2210,41,0.59217,29,0.02794
ENSG00000163964,PIGX,43,-0.7599,59,-0.2744,62,-0.2074,87,0.48698,99,0.54718,89,0.37840,40,-0.9044
ENSG00000180370,PAK2,92,0.96166,37,-0.4724,39,-0.4278,55,0.16695,34,-0.6401,45,-0.1812,52,0.03216
ENSG00000119231,SENP5,29,-0.6720,61,0.48605,47,0.07371,59,0.65173,32,-0.4906,22,-1.0365,31,-0.6073
ENSG00000114503,NCBP2,64,0.22151,54,-0.0496,47,-0.2705,56,0.01377,62,0.16420,53,-0.0584,58,0.06483
ENSG00000270170,NCBP2AS2,26,-0.8137,82,0.99887,46,0.07687,55,0.51101,35,-0.3417,28,-0.6888,23,-1.0788
ENSG00000119227,PIGZ,11,-0.8726,13,-0.6912,34,0.93832,27,0.63468,3,-2.5634,6,-1.8062,18,-0.2401
ENSG00000228109,MELTF-AS1,24,0.58889,20,0.32661,16,-0.0353,17,0.09203,15,-0.1372,6,-1.5731,16,-0.0657
ENSG00000075711,DLG1,149,1.29837,77,0.19134,76,0.20395,64,-0.1083,14,-2.3513,65,-0.0554,49,-0.5363
ENSG00000161267,BDH1,12,-1.5388,28,-0.3543,35,0.02663,55,1.13664,20,-0.8166,8,-2.1885,30,-0.2763
ENSG00000145016,RUBCN,40,-0.5386,69,0.29544,53,-0.1031,64,0.24606,64,0.18423,58,0.04444,45,-0.3930
ENSG00000122068,FYTTD1,55,0.10689,32,-0.7209,44,-0.2417,63,0.47087,58,0.18726,54,0.07654,38,-0.5081
ENSG00000186001,LRCH3,55,1.47768,19,-0.2861,15,-0.6082,19,-0.3816,29,0.41632,12,-0.9723,25,0.16138
ENSG00000114473,IQCG,20,0.40002,27,0.87920,11,-0.5918,10,-0.8049,12,-0.3948,38,1.49265,13,-0.2780
ENSG00000182899,RPL35A,997,0.20091,1004,0.21334,459,-1.0666,704,-0.4547,1278,0.60254,1496,0.86382,1013,0.25173
ENSG00000182903,ZNF721,21,-0.7797,36,0.00822,35,-0.0330,44,0.50629,21,-0.7874,53,0.62985,24,-0.6392
ENSG00000174227,PIGG,31,0.36741,4,-2.5771,24,0.00019,35,0.90820,6,-2.0189,17,-0.5060,21,-0.2131
ENSG00000273238,TMEM271,15,-2.2733,105,0.65367,97,0.58306,79,0.26178,54,-0.3995,67,-0.0688,45,-0.7413
ENSG00000169020,ATP5ME,1236,0.46268,1410,0.67796,698,-0.4756,889,-0.0860,733,-0.3615,1258,0.49080,757,-0.3408
ENSG00000215375,MYL5,17,-0.2612,32,0.70029,25,0.32888,24,0.34734,8,-1.4262,6,-1.7339,19,-0.1591
ENSG00000185619,PCGF3,22,-0.5421,24,-0.4521,44,0.56365,35,0.16535,35,0.12098,11,-1.5239,33,0.04341
ENSG00000168993,CPLX1,38,-2.1938,202,0.32719,150,-0.1613,277,1.34366,40,-2.1209,93,-0.8800,98,-0.8540
ENSG00000178950,GAK,28,-0.9077,80,0.74180,80,0.83942,48,-0.1077,52,0.03042,7,-2.9640,44,-0.2396
ENSG00000127419,TMEM175,53,0.46547,74,1.02611,35,-0.1745,43,0.21163,22,-0.8559,21,-0.9501,29,-0.5217
ENSG00000145214,DGKQ,6,-2.7254,31,-0.2934,61,0.87843,51,0.71548,43,0.19814,18,-1.0653,14,-1.6067
ENSG00000127418,FGFRL1,30,1.60905,2,-2.4787,2,-2.4984,9,-0.3686,8,-0.4201,0,-5.9299,27,1.66691
ENSG00000159692,CTBP1,102,-0.7961,149,-0.2184,222,0.46089,194,0.27477,178,0.06151,116,-0.6040,146,-0.2739
ENSG00000090316,MAEA,39,-1.0514,66,-0.2454,77,0.00324,123,1.16782,53,-0.5820,37,-1.1309,43,-0.9532
ENSG00000163950,SLBP,28,-1.7722,65,-0.5036,138,0.78265,100,0.24282,80,-0.1882,90,-0.0003,69,-0.4346
ENSG00000168936,TMEM129,44,0.44229,38,0.20413,25,-0.4567,35,0.09529,43,0.39220,12,-1.5589,37,0.16706
ENSG00000068078,FGFR3,138,-0.6906,124,-0.8476,112,-1.0738,133,-0.9549,707,2.04308,114,-0.9740,376,1.03021
ENSG00000168924,LETM1,29,-0.8311,27,-0.9105,78,0.81299,49,-0.0267,36,-0.5055,61,0.31942,46,-0.1363
ENSG00000109685,NSD2,50,-0.1940,55,-0.0271,65,0.26363,71,0.54390,49,-0.2225,32,-0.8561,37,-0.7070
ENSG00000185049,NELFA,14,-0.6101,23,0.12103,15,-0.5116,25,0.36260,44,1.22015,11,-0.9772,15,-0.5447
ENSG00000243449,C4orf48,816,0.90407,460,-0.0261,381,-0.3452,472,0.02135,443,-0.0828,407,-0.2169,416,-0.1986
ENSG00000185818,NAT8L,129,-0.6978,199,-0.0307,193,-0.0841,221,0.19467,191,-0.0892,72,-1.5603,285,0.61026
ENSG00000123933,MXD4,27,-0.7963,24,-0.9973,33,-0.5631,40,-0.2773,79,0.85614,69,0.64773,64,0.57404
ENSG00000159733,ZFYVE28,14,-0.7602,5,-2.2103,21,-0.1287,33,0.85995,30,0.42915,20,-0.1798,16,-0.6071
ENSG00000063978,RNF4,41,-0.0801,35,-0.3418,50,0.24684,47,0.18239,23,-0.9372,55,0.39443,38,-0.2029
ENSG00000125386,FAM193A,24,0.56163,9,-0.9359,19,0.22799,19,0.33493,20,0.29135,0,-6.0524,16,-0.0885
ENSG00000087266,SH3BP2,25,0.40930,2,-3.3974,6,-1.7975,8,-1.6285,69,2.15769,54,1.68443,21,0.08909
ENSG00000087274,ADD1,224,0.07514,202,-0.0852,254,0.30433,217,0.03835,202,-0.0820,160,-0.4431,198,-0.1293
ENSG00000109736,MFSD10,41,-0.2853,31,-0.7014,65,0.48106,56,0.29788,62,0.36794,23,-1.1349,40,-0.3704
ENSG00000249673,NOP14-AS1,14,-0.0293,1,-3.6505,17,0.28035,20,0.77875,20,0.53451,9,-0.6927,7,-1.1202
ENSG00000125388,GRK4,17,0.18923,8,-0.9211,15,0.00185,14,-0.1790,5,-1.7332,42,1.65729,12,-0.3257
ENSG00000197386,HTT,48,-0.2050,71,0.42773,78,0.65277,58,0.14141,7,-2.9748,29,-0.9307,54,-0.0037
ENSG00000159788,RGS12,36,-0.1039,28,-0.4779,11,-1.9831,49,0.56822,65,0.84727,33,-0.2264,40,0.07674
ENSG00000163956,LRPAP1,85,-1.3995,161,-0.4296,207,-0.0429,292,0.75854,285,0.46776,169,-0.3579,133,-0.7739
ENSG00000184160,ADRA2C,6,-0.9733,10,-0.1886,17,0.74734,4,-1.6014,29,1.57009,1,-3.1297,18,0.85920
ENSG00000132406,TMEM128,55,0.51321,22,-0.9142,30,-0.4707,52,0.62227,51,0.38395,30,-0.4365,26,-0.7075
ENSG00000168824,NSG1,8,-3.8776,53,-1.1316,85,-0.4711,203,1.59961,75,-0.6214,81,-0.5016,73,-0.7038
ENSG00000168818,STX18,29,0.03882,34,0.30978,23,-0.3598,32,0.31754,26,-0.1306,33,0.26967,20,-0.5642
ENSG00000072832,CRMP1,61,-2.0356,215,-0.1455,372,0.83751,291,0.48268,155,-0.6456,177,-0.4429,156,-0.6919
ENSG00000181215,C4orf50,0,-6.1811,26,-0.1500,55,1.25935,36,0.54688,7,-1.9697,17,-0.7356,17,-0.8054
ENSG00000152969,JAKMIP1,20,-2.2291,101,0.21923,143,0.88824,107,0.43995,53,-0.7765,88,-0.0001,40,-1.2567
ENSG00000109501,WFS1,98,-0.2098,68,-0.7610,151,0.53210,106,-0.1209,158,0.54878,84,-0.4401,105,-0.1056
ENSG00000074211,PPP2R2C,86,-1.4121,231,0.08110,248,0.21706,299,0.74285,122,-0.8980,148,-0.6022,173,-0.3946
ENSG00000013288,MAN2B2,21,-1.0530,37,-0.1670,78,1.16289,37,-0.2585,36,-0.2086,29,-0.5633,37,-0.2013
ENSG00000179010,MRFAP1,426,0.11461,546,0.51167,353,-0.1985,446,0.26622,307,-0.3943,316,-0.3531,334,-0.2900
ENSG00000170846,AC093323.1,25,-1.3800,123,1.11026,90,0.66000,62,-0.0163,34,-0.9309,60,-0.0551,39,-0.7655
ENSG00000178988,MRFAP1L1,104,-0.2668,193,0.71927,122,-0.0161,132,0.15262,74,-0.7826,120,-0.0476,108,-0.2243
ENSG00000186222,BLOC1S4,1,-4.1746,6,-1.6806,25,0.38663,20,-0.0740,59,1.77240,13,-0.6606,18,-0.2175
ENSG00000170871,KIAA0232,91,0.28270,38,-1.0642,121,0.85234,72,-0.1207,52,-0.5922,59,-0.3865,72,-0.1074
ENSG00000132405,TBC1D14,63,0.05067,71,0.22106,65,0.10053,63,0.05417,38,-0.7387,54,-0.2084,64,0.08716
ENSG00000173011,TADA2B,9,-1.4743,32,0.41325,29,0.24449,35,0.83523,18,-0.5203,11,-1.2602,15,-0.8299
ENSG00000109519,GRPEL1,30,-0.7185,69,0.59428,46,-0.0603,53,0.24944,36,-0.4077,73,0.68855,29,-0.8271
ENSG00000184985,SORCS2,24,0.34567,6,-1.6324,26,0.54810,12,-0.8927,40,1.20230,3,-2.6986,28,0.68037
ENSG00000196526,AFAP1,3,-2.8514,9,-1.4097,19,-0.4163,37,1.01073,5,-2.3993,10,-1.2918,40,0.88364
ENSG00000163995,ABLIM2,15,-1.7249,30,-0.6633,52,0.19280,70,1.01591,24,-1.0126,40,-0.2185,32,-0.6285
ENSG00000251615,AC104825.1,21,0.85826,1,-3.4315,19,0.81841,12,0.04261,5,-1.2433,4,-1.4651,13,0.14050
ENSG00000071127,WDR1,100,-0.2219,96,-0.2783,170,0.70430,99,-0.3153,175,0.67348,83,-0.5095,96,-0.3104
ENSG00000178163,ZNF518B,2,-3.1761,5,-2.1446,39,1.06528,27,0.46556,0,-5.7425,37,0.83717,16,-0.4853
ENSG00000157869,RAB28,56,0.96075,24,-0.3551,27,-0.2307,23,-0.5460,29,-0.1092,51,0.81472,31,0.00346
ENSG00000038219,BOD1L1,29,-1.1095,93,0.69972,88,0.68280,43,-0.6544,45,-0.4581,62,0.03905,72,0.31572
ENSG00000137449,CPEB2,71,0.33969,53,-0.1115,98,0.98377,62,0.15909,24,-1.3155,10,-2.5335,44,-0.4615
ENSG00000118564,FBXL5,157,0.75589,42,-1.2972,121,0.36758,92,-0.1227,100,0.03846,87,-0.1765,89,-0.1627
ENSG00000237765,FAM200B,153,0.80879,103,0.16848,76,-0.3292,76,-0.4097,61,-0.6383,123,0.44760,108,0.26402
ENSG00000169762,TAPT1,36,-0.0729,21,-0.8581,43,0.21349,34,-0.1974,24,-0.6769,58,0.70103,45,0.30608
ENSG00000169744,LDB2,6,-2.9917,59,0.24687,122,1.75494,53,0.11108,4,-3.7664,34,-0.5811,22,-1.3286
ENSG00000151552,QDPR,1893,3.17670,213,-0.7652,194,-0.9730,217,-0.9321,94,-1.9806,285,-0.3177,225,-0.7320
ENSG00000002549,LAP3,47,0.18575,42,0.00615,22,-1.0122,30,-0.6320,127,1.90138,19,-1.2000,49,0.29390
ENSG00000118579,MED28,67,0.31493,59,0.09519,59,0.10345,56,0.04627,52,-0.1000,45,-0.3280,49,-0.2169
ENSG00000163257,DCAF16,33,0.38959,36,0.54060,24,-0.1028,26,0.04403,23,-0.1437,21,-0.3003,21,-0.3594
ENSG00000145147,SLIT2,19,-1.5703,34,-0.7511,31,-0.9179,116,2.22656,20,-1.4961,24,-1.2633,18,-1.7805
ENSG00000163138,PACRGL,22,-0.2762,30,0.20883,25,-0.0657,26,-0.0001,39,0.62288,34,0.39551,17,-0.6689
ENSG00000185774,KCNIP4,5,-3.4886,75,0.38408,57,-0.0403,97,1.29155,39,-0.6253,30,-1.0269,26,-1.3156
ENSG00000152990,ADGRA3,61,1.23992,11,-1.4502,11,-1.4980,16,-1.0923,54,1.02323,6,-2.3365,63,1.50018
ENSG00000109819,PPARGC1A,4,-1.7547,6,-1.3583,10,-0.7112,26,1.34628,12,-0.2853,6,-1.4183,15,0.02037
ENSG00000109606,DHX15,99,0.94650,27,-1.0813,53,-0.0549,67,0.44084,51,-0.1123,23,-1.3304,43,-0.4012
ENSG00000181982,CCDC149,6,-1.3206,6,-1.3648,24,0.94814,12,-0.3610,14,-0.0467,21,0.59044,15,0.04294
ENSG00000053900,ANAPC4,33,0.25586,9,-1.6320,17,-0.7723,40,0.85890,48,0.85223,25,-0.2016,13,-1.2222
ENSG00000091490,SEL1L3,4,-1.9942,6,-1.3980,35,1.42662,12,-0.6832,10,-0.7010,23,0.50692,19,0.22898
ENSG00000250317,SMIM20,37,-0.1959,19,-1.1579,17,-1.4114,46,0.23198,61,0.62118,66,0.73187,48,0.26327
ENSG00000168214,RBPJ,181,1.78628,35,-0.8844,57,-0.1582,54,-0.3087,17,-1.9322,87,0.52325,51,-0.3459
ENSG00000109689,STIM2,25,-0.1206,20,-0.5123,31,0.19519,34,0.49939,22,-0.3646,26,-0.0747,19,-0.5928
ENSG00000169851,PCDH7,19,-3.1301,156,-0.0184,224,0.62740,230,0.92262,50,-1.7381,64,-1.3651,117,-0.4970
