gene,locus,sample_1,sample_2,status,value_1,value_2,log2.fold_change.,test_stat,p_value,q_value
ASF1B,chr19:14230320-14247440,E3,E4,OK,4.04384,4.15903,0.0405205,0.182777,0.74765,0.822911
ASGR1,chr17:7076750-7082883,E3,E4,OK,1.34366,1.70921,0.347169,1.03366,0.0569,0.102406
ASGR2,chr17:7004640-7018130,E3,E4,NOTEST,0,0,0,0,1,1
ASH1L,chr1:155305051-155533735,E3,E4,OK,9.00259,8.21907,-0.131365,-0.871935,0.12445,0.199766
ASH1L-AS1,chr1:155305051-155533735,E3,E4,OK,2.14058,1.45743,-0.554572,-0.625965,0.2791,0.386892
ASH2L,chr8:37963010-37997598,E3,E4,OK,23.1651,20.2498,-0.194046,-1.27311,0.0263,0.0521031
ASIC1,chr12:50451419-50477405,E3,E4,OK,4.86006,4.90786,0.0141194,0.0809322,0.8923,0.926539
ASIC2,chr17:31340105-32483825,E3,E4,NOTEST,0,0.00707063,Inf,0,1,1
ASIC3,chr7:150745378-150749843,E3,E4,OK,0.538935,0.65459,0.280481,0.580884,0.19955,0.295094
ASIC4,chr2:220378891-220403494,E3,E4,OK,0.661122,0.749359,0.18074,0.579668,0.3138,0.425005
ASIC5,chr4:156750880-156787425,E3,E4,NOTEST,0,0,0,0,1,1
ASIP,chr20:32848170-32857148,E3,E4,OK,1.03806,0.329456,-1.65573,-1.71942,0.0418,0.0783685
ASL,chr7:65540775-65558329,E3,E4,OK,11.8478,8.24903,-0.522325,-2.94952,5.00E-05,0.000167183
ASMT,chrY:1660485-1711974,E3,E4,NOTEST,0,0,0,0,1,1
ASMTL,chrY:1469423-1522655,E3,E4,NOTEST,0,0,0,0,1,1
ASMTL-AS1,chrY:1469423-1522655,E3,E4,NOTEST,0.00572729,0.00541136,-0.0818612,0,1,1
ASNA1,chr19:12848305-12859137,E3,E4,OK,71.0427,76.2999,0.102994,0.688191,0.22225,0.322101
ASNS,chr7:97481428-97501854,E3,E4,OK,15.8185,19.7966,0.323642,1.96236,0.00055,0.001591
ASNSD1,chr2:190526124-190535557,E3,E4,OK,19.5563,24.0495,0.298376,1.93593,8.00E-04,0.00223704
ASPA,chr17:3377403-3402700,E3,E4,NOTEST,0.0127244,0,#NAME?,0,1,1
ASPDH,chr19:51014856-51017947,E3,E4,OK,0.659706,0.200756,-1.71638,-1.68165,0.00645,0.0148899
ASPG,chr14:104552022-104579046,E3,E4,NOTEST,0,0,0,0,1,1
ASPH,chr8:62200524-62627199,E3,E4,OK,33.339,27.0205,-0.303156,-1.99534,3.00E-04,0.00090347
ASPHD1,chr16:29912146-29917377,E3,E4,OK,1.79422,3.16901,0.820672,3.00617,5.00E-05,0.000167183
ASPHD2,chr22:26825279-26840978,E3,E4,OK,2.24784,2.72891,0.279787,1.33347,0.01955,0.0400061
ASPM,chr1:197053256-197115824,E3,E4,OK,2.33808,2.1519,-0.119715,-0.706861,0.21825,0.317309
ASPN,chr9:95059639-95432547,E3,E4,NOTEST,0.0287361,0.0923436,1.68415,0,1,1
ASPRV1,chr2:70187223-70314147,E3,E4,OK,0.676093,0.55459,-0.2858,-0.521267,0.3664,0.480139
ASPSCR1,chr17:79935425-79975282,E3,E4,OK,17.5322,12.1652,-0.527249,-3.16722,5.00E-05,0.000167183
ASRGL1,chr11:62104773-62160887,E3,E4,OK,5.85784,7.6066,0.376881,2.08013,2.00E-04,0.000620378
ASS1,chr9:133320093-133376661,E3,E4,OK,0.400756,18.4697,5.52629,13.5122,5.00E-05,0.000167183
ASTE1,chr3:130569368-130745646,E3,E4,OK,5.88817,3.99894,-0.5582,-1.03422,0.07475,0.129634
ASTL,chr2:96789588-96804175,E3,E4,NOTEST,0,0,0,0,1,1
ASTN1,chr1:176830202-177134024,E3,E4,OK,1.18682,10.7363,3.17733,16.7644,5.00E-05,0.000167183
ASTN2,chr9:119187503-120177317,E3,E4,OK,10.2692,11.5511,0.169703,0.794959,0.1713,0.260959
ASUN,chr12:27058111-27091254,E3,E4,OK,9.7825,16.8412,0.783716,4.91803,5.00E-05,0.000167183
ASXL1,chr20:30946146-31027122,E3,E4,OK,14.7098,11.7661,-0.32214,-1.7644,0.00235,0.00601645
ASXL2,chr2:25962252-26101312,E3,E4,OK,13.5455,3.84635,-1.81625,-11.5907,5.00E-05,0.000167183
ASXL3,chr18:31158540-31327399,E3,E4,OK,0.0700794,1.25836,4.16641,9.44543,5.00E-05,0.000167183
ASZ1,chr7:117003275-117067577,E3,E4,NOTEST,0.331884,0.266491,-0.316593,0,1,1
ATAD1,chr10:89512874-89577917,E3,E4,OK,36.063,26.2057,-0.460642,-3.08686,5.00E-05,0.000167183
ATAD2,chr8:124332090-124408705,E3,E4,OK,5.87859,4.69532,-0.324247,-1.98522,6.00E-04,0.00171819
ATAD2B,chr2:23971533-24149936,E3,E4,OK,4.51293,3.40785,-0.4052,-2.52321,5.00E-05,0.000167183
ATAD3A,chr1:1447522-1470067,E3,E4,OK,7.13583,7.67167,0.104459,0.587984,0.3075,0.418688
ATAD3B,chr1:1407163-1431582,E3,E4,OK,2.74931,2.9814,0.116919,0.529138,0.35165,0.464559
ATAD3C,chr1:1385068-1405538,E3,E4,OK,2.33851,2.30587,-0.0202774,-0.0990959,0.8609,0.904886
ATAD5,chr17:29159022-29222295,E3,E4,OK,1.03122,0.922883,-0.16013,-0.709236,0.21845,0.317478
ATAT1,chr6_ssto_hap7:1926891-1946878,E3,E4,OK,24.7442,24.0229,-0.0426794,-0.270489,0.6457,0.740324
ATCAY,chr19:3880617-3928080,E3,E4,OK,7.14585,12.0016,0.748047,4.80307,5.00E-05,0.000167183
ATE1,chr10:123502624-123687546,E3,E4,OK,13.2806,8.63028,-0.62184,-3.6475,5.00E-05,0.000167183
ATF1,chr12:51157788-51214943,E3,E4,OK,5.95222,5.8419,-0.0269902,-0.147018,0.79295,0.856715
ATF2,chr2:175936977-176032934,E3,E4,OK,17.578,13.5078,-0.379976,-2.49308,5.00E-05,0.000167183
ATF3,chr1:212738675-212794119,E3,E4,OK,28.2472,21.3524,-0.40371,-2.58099,5.00E-05,0.000167183
ATF4,chr22:39916568-39918691,E3,E4,OK,111.711,159.041,0.509624,3.48008,5.00E-05,0.000167183
ATF5,chr19:50392912-50437193,E3,E4,OK,7.04422,8.94841,0.345191,1.02954,0.07365,0.127932
ATF6,chr1:161736033-161933860,E3,E4,OK,18.7003,18.6286,-0.00554166,-0.0377173,0.945,0.962386
ATF6B,chr6_mcf_hap5:3462872-3475845,E3,E4,OK,46.4442,44.4217,-0.0642346,-0.43285,0.45245,0.566406
ATF7,chr12:53901639-54020199,E3,E4,OK,19.5371,12.1002,-0.691188,-2.08589,4.00E-04,0.001182
ATF7IP,chr12:14518610-14651697,E3,E4,OK,15.8429,12.3709,-0.356891,-2.35127,1.00E-04,0.00032265
ATF7IP2,chr16:10479911-10577495,E3,E4,OK,1.23388,1.84797,0.582747,2.38637,0.00015,0.000473552
ATG10,chr5:81267843-81551216,E3,E4,OK,3.72724,3.34145,-0.157633,-0.745812,0.1932,0.287421
ATG12,chr5:115163893-115177548,E3,E4,OK,14.7188,12.2942,-0.259678,-1.68705,0.0033,0.00813684
ATG13,chr11:46638825-46697568,E3,E4,OK,14.4388,12.7803,-0.176029,-1.17103,0.04145,0.0778283
ATG14,chr14:55833108-55878576,E3,E4,OK,5.58375,4.94762,-0.174501,-1.04649,0.0663,0.116927
ATG16L1,chr2:234160216-234204320,E3,E4,OK,7.53267,8.19255,0.121151,0.724348,0.2042,0.300733
ATG16L2,chr11:72525450-72540680,E3,E4,OK,7.53724,3.4319,-1.13503,-5.66735,5.00E-05,0.000167183
ATG2A,chr11:64662003-64684722,E3,E4,OK,4.61414,4.26232,-0.114421,-0.698798,0.2184,0.317466
ATG2B,chr14:96747594-96829678,E3,E4,OK,5.82255,4.52645,-0.363271,-2.37641,5.00E-05,0.000167183
ATG3,chr3:112251358-112280485,E3,E4,OK,40.4488,32.2131,-0.328449,-2.08118,2.00E-04,0.000620378
ATG4A,chrX:107334898-107397901,E3,E4,OK,10.9766,12.7189,0.212541,1.28276,0.0259,0.0514321
ATG4B,chr2:242577026-242613271,E3,E4,OK,19.8242,21.0056,0.0835097,0.542696,0.3453,0.458094
ATG4C,chr1:63249776-63330941,E3,E4,OK,6.89158,5.59609,-0.300415,-1.66974,0.0038,0.00921619
ATG4D,chr19:10654646-10676702,E3,E4,OK,10.8698,10.5853,-0.0382612,-0.150301,0.7897,0.854066
ATG5,chr6:106632351-106773695,E3,E4,OK,10.1801,8.93472,-0.188255,-1.15934,0.0442,0.0821845
ATG7,chr3:11314009-11762220,E3,E4,OK,4.90487,3.93159,-0.319102,-0.78185,0.1704,0.259798
ATG9A,chr2:220084101-220094361,E3,E4,OK,19.9006,21.8361,0.133903,0.892214,0.11985,0.193596
ATG9B,chr7:150688143-150721586,E3,E4,NOTEST,0.0378018,0.0427576,0.177727,0,1,1
ATHL1,chr11:289137-295688,E3,E4,OK,4.79794,5.69725,0.247851,1.38918,0.0171,0.0355319
ATIC,chr2:216176678-216214496,E3,E4,OK,30.7378,29.9777,-0.036125,-0.237052,0.67535,0.765484
ATL1,chr14:50999799-51099784,E3,E4,OK,12.6022,9.96852,-0.338222,-2.07271,3.00E-04,0.00090347
ATL2,chr2:38522028-38604432,E3,E4,OK,13.1017,13.3031,0.0220031,0.13736,0.812,0.871133
ATL3,chr11:63396436-63439083,E3,E4,OK,6.12612,4.02255,-0.606861,-3.0843,5.00E-05,0.000167183
ATM,chr11:108093558-108239826,E3,E4,OK,8.16232,7.17266,-0.186471,-1.25678,0.0271,0.0534845
ATMIN,chr16:81069457-81080951,E3,E4,OK,18.7234,21.3538,0.189646,1.27541,0.0257,0.0511022
ATN1,chr12:7033625-7051484,E3,E4,OK,61.573,44.6299,-0.464286,-3.18606,5.00E-05,0.000167183
ATOH1,chr4:94750077-94751142,E3,E4,NOTEST,0,0.105817,Inf,0,1,1
ATOH7,chr10:69990351-69991870,E3,E4,NOTEST,0.0460419,0.0942198,1.03308,0,1,1
ATOH8,chr2:85980908-86018506,E3,E4,OK,7.51683,4.9321,-0.607921,-3.80918,5.00E-05,0.000167183
ATOX1,chr5:151122382-151138210,E3,E4,OK,137.62,143.878,0.0641538,0.409377,0.47205,0.585699
ATP10A,chr15:25923859-26108349,E3,E4,OK,0.981401,0.332179,-1.56288,-5.44331,5.00E-05,0.000167183
ATP10B,chr5:159990126-160279219,E3,E4,NOTEST,0,0.0019478,Inf,0,1,1
ATP10D,chr4:47487409-47595503,E3,E4,OK,3.7998,3.17578,-0.258815,-1.53409,0.00845,0.0189789
ATP11A,chr13:113344642-113541482,E3,E4,OK,8.73602,6.95178,-0.329595,-2.18397,2.00E-04,0.000620378
ATP11B,chr3:182511290-182639421,E3,E4,OK,6.86136,7.95611,0.213568,1.39219,0.01595,0.0334089
ATP11C,chrX:138808504-138914447,E3,E4,OK,10.2137,10.6311,0.0577924,0.378463,0.5164,0.625824
ATP12A,chr13:25254548-25285923,E3,E4,NOTEST,0,0,0,0,1,1
ATP13A1,chr19:19756009-19774503,E3,E4,OK,14.2535,15.7635,0.145268,0.950233,0.09525,0.159472
ATP13A2,chr1:17312452-17338423,E3,E4,OK,15.1929,22.7401,0.581835,3.84161,5.00E-05,0.000167183
ATP13A3,chr3:194123402-194188968,E3,E4,OK,12.9045,15.5865,0.27242,1.8362,0.0011,0.00300416
ATP13A4,chr3:193119865-193272696,E3,E4,OK,1.07734,0.728694,-0.564092,-2.13518,0.00035,0.00104344
ATP13A5,chr3:192992830-193096514,E3,E4,NOTEST,0.0159289,0.00415205,-1.93975,0,1,1
ATP1A1,chr1:116915794-116961244,E3,E4,OK,100.723,97.0314,-0.0538655,-0.357078,0.5331,0.640704
ATP1A1OS,chr1:116915794-116961244,E3,E4,OK,70.39,68.5091,-0.0390748,-0.0708908,0.90165,0.933168
ATP1A2,chr1:160085519-160113374,E3,E4,OK,1.14678,0.156736,-2.87118,-7.87672,5.00E-05,0.000167183
ATP1A3,chr19:42470733-42498428,E3,E4,OK,1.64179,3.76949,1.1991,5.6785,5.00E-05,0.000167183
ATP1A4,chr1:160121351-160156767,E3,E4,NOTEST,0,0.0209922,Inf,0,1,1
ATP1B1,chr1:169075946-169337186,E3,E4,OK,27.078,74.4225,1.45862,8.3848,5.00E-05,0.000167183
ATP1B2,chr17:7554253-7561089,E3,E4,OK,30.5055,102.714,1.75149,11.922,5.00E-05,0.000167183
ATP1B3,chr3:141595469-141645382,E3,E4,OK,69.2541,76.1072,0.136132,0.923313,0.10375,0.171572
ATP1B4,chrX:119495939-119517104,E3,E4,NOTEST,0.321523,0.327825,0.0280041,0,1,1
ATP2A1,chr16:28889808-28936532,E3,E4,NOTEST,0.18022,0.173081,-0.0583095,0,1,1
ATP2A2,chr12:110719031-110788897,E3,E4,OK,54.4073,49.7873,-0.128024,-0.8379,0.14535,0.227557
ATP2A3,chr17:3827162-3867758,E3,E4,NOTEST,0.0488263,0.0246683,-0.985003,0,1,1
ATP2B1,chr12:89981825-90049844,E3,E4,OK,7.93871,10.6862,0.42877,2.82387,5.00E-05,0.000167183
ATP2B2,chr3:10365706-10547268,E3,E4,NOTEST,0.0416681,0.129144,1.63196,0,1,1
ATP2B3,chrX:152801579-152848387,E3,E4,NOTEST,0.0538986,0.147459,1.45199,0,1,1
ATP2B4,chr1:203595914-203713209,E3,E4,OK,14.6062,16.7333,0.196143,1.33148,0.0211,0.0428989
ATP2C1,chr3:130569368-130745646,E3,E4,OK,39.7373,34.2856,-0.21289,-1.34602,0.01875,0.0385519
ATP2C2,chr16:84402132-84497793,E3,E4,NOTEST,0.00380872,0.0613525,4.00975,0,1,1
ATP4A,chr19:36041094-36054560,E3,E4,NOTEST,0,0,0,0,1,1
ATP4B,chr13:114303121-114312513,E3,E4,NOTEST,0.00936491,0.0110817,0.242845,0,1,1
ATP5A1,chr18:43664109-43684199,E3,E4,OK,358,301.733,-0.246688,-1.69764,0.0036,0.00877765
ATP5B,chr12:57031958-57039852,E3,E4,OK,414.582,334.669,-0.30892,-2.12962,1.00E-04,0.00032265
ATP5C1,chr10:7830092-7849762,E3,E4,OK,197.887,160.646,-0.300791,-2.04776,3.00E-04,0.00090347
ATP5D,chr19:1241748-1244824,E3,E4,OK,108.423,100.401,-0.1109,-0.706773,0.2174,0.3165
ATP5E,chr20:57603732-57617901,E3,E4,OK,1146.23,855.822,-0.421518,-2.49554,5.00E-05,0.000167183
ATP5EP2,chr13:28519342-28519710,E3,E4,OK,1.09073,0.437376,-1.31834,-0.836249,0.25185,0.35608
ATP5F1,chr1:111982511-112004525,E3,E4,OK,103.543,97.5015,-0.0867307,-0.534597,0.35235,0.46524
ATP5G1,chr17:46970147-46973232,E3,E4,OK,87.2377,103.34,0.24438,1.53595,0.0079,0.0178551
ATP5G2,chr12:54058943-54070512,E3,E4,OK,328.851,274.719,-0.259478,-1.77879,0.00215,0.00554578
ATP5G3,chr2:176040985-176046490,E3,E4,OK,84.2741,70.212,-0.263372,-1.7867,0.00195,0.00506624
ATP5H,chr17:73034954-73043074,E3,E4,OK,264.393,227.09,-0.219421,-1.4809,0.0105,0.023035
ATP5I,chr4:666224-668127,E3,E4,OK,518.863,506.278,-0.0354241,-0.224236,0.69835,0.784486
ATP5J,chr21:27096790-27144771,E3,E4,OK,165.549,163.774,-0.0155579,-0.0796456,0.88925,0.924701
ATP5J2,chr7:99006600-99063824,E3,E4,OK,330.839,393.847,0.251504,1.19557,0.03565,0.0679777
ATP5J2-PTCD1,chr7:99006600-99063824,E3,E4,OK,0.980279,3.1827,1.69899,0.783732,0.2841,0.39231
ATP5L,chr11:118230295-118289530,E3,E4,OK,112.445,97.5838,-0.2045,-1.03365,0.07125,0.124292
ATP5L2,chr22:43013845-43045405,E3,E4,OK,1.19707,1.07081,-0.160802,-0.0591652,0.93345,0.954666
ATP5O,chr21:35275756-35288158,E3,E4,OK,339.42,287.459,-0.239713,-1.64218,0.00405,0.00977698
ATP5S,chr14:50779046-50792946,E3,E4,OK,10.076,7.9671,-0.338795,-1.84259,0.0017,0.00447602
ATP5SL,chr19:41937222-41945843,E3,E4,OK,30.278,31.0529,0.0364592,0.226543,0.69545,0.781986
ATP6AP1,chrX:153656977-153664862,E3,E4,OK,101.01,118.901,0.235261,1.61413,0.0051,0.0120103
ATP6AP1L,chr5:81601165-81614147,E3,E4,OK,2.82263,3.12581,0.147192,0.44525,0.4389,0.552789
ATP6AP2,chrX:40440215-40465888,E3,E4,OK,197.59,170.898,-0.209376,-1.44301,0.0122,0.0263397
ATP6V0A1,chr17:40610861-40674597,E3,E4,OK,27.3049,30.8159,0.174517,1.17409,0.0405,0.0762151
ATP6V0A2,chr12:124196864-124246301,E3,E4,OK,5.62194,5.40724,-0.0561767,-0.353474,0.53605,0.643789
ATP6V0A4,chr7:138391038-138490769,E3,E4,NOTEST,0.0203145,0.0135801,-0.581016,0,1,1
ATP6V0B,chr1:44440601-44443972,E3,E4,OK,84.2238,77.0904,-0.127676,-0.84404,0.1413,0.221953
ATP6V0C,chr16:2563726-2570224,E3,E4,OK,213.44,237.158,0.152022,1.03559,0.0728,0.126718
ATP6V0CP3,chr6:42695313-42695932,E3,E4,NOTEST,0.0291204,0,#NAME?,0,1,1
ATP6V0D1,chr16:67471916-67515089,E3,E4,OK,90.5206,82.3473,-0.136525,-0.927179,0.10055,0.166938
ATP6V0D2,chr8:87111138-87166454,E3,E4,OK,0.626822,0.847095,0.434468,1.2708,0.02965,0.0579416
ATP6V0E1,chr5:172410762-172461900,E3,E4,OK,191.45,184.069,-0.0567169,-0.385256,0.5042,0.614928
ATP6V0E2,chr7:149564782-149577787,E3,E4,OK,34.4389,35.9164,0.0606014,0.398588,0.4806,0.593139
ATP6V0E2-AS1,chr7:149564782-149577787,E3,E4,OK,1.46942,1.27656,-0.202983,-0.270775,0.63345,0.72977
ATP6V1A,chr3:113465865-113530905,E3,E4,OK,35.3051,31.5192,-0.163643,-1.11559,0.0504,0.0920464
ATP6V1B1,chr2:71162997-71192561,E3,E4,OK,2.4341,1.54621,-0.654654,-2.42352,2.00E-04,0.000620378
ATP6V1B2,chr8:20054703-20079207,E3,E4,OK,60.6298,86.5305,0.513183,3.51884,5.00E-05,0.000167183
ATP6V1C1,chr8:104033247-104085285,E3,E4,OK,14.8058,15.2769,0.0451898,0.302552,0.5939,0.695185
ATP6V1C2,chr2:10861774-10952960,E3,E4,OK,0.472433,0.413954,-0.190638,-0.0758981,0.8628,0.906315
ATP6V1D,chr14:67804580-67826720,E3,E4,OK,67.1571,63.9928,-0.0696295,-0.47005,0.4052,0.519575
ATP6V1E1,chr22:18074902-18111588,E3,E4,OK,139.37,105.922,-0.395925,-2.71315,5.00E-05,0.000167183
ATP6V1E2,chr2:46738985-46747096,E3,E4,OK,0.396948,0.539762,0.443374,0.953659,0.10645,0.17525
ATP6V1F,chr7:128502856-128505903,E3,E4,OK,191.916,183.034,-0.0683598,-0.46101,0.42035,0.534733
ATP6V1G1,chr9:117349993-117361152,E3,E4,OK,96.7124,102.109,0.0783418,0.533484,0.351,0.463863
ATP6V1G2,chr6_ssto_hap7:2827543-2845430,E3,E4,OK,11.9123,9.43905,-0.335738,-0.491292,0.40855,0.522983
ATP6V1G2-DDX39B,chr6_ssto_hap7:2827543-2845430,E3,E4,OK,10.4526,5.78579,-0.853279,-1.34294,0.024,0.0481659
ATP6V1G3,chr1:198492351-198510075,E3,E4,NOTEST,0,0,0,0,1,1
ATP6V1H,chr8:54628102-54755871,E3,E4,OK,36.1541,37.3999,0.0488751,0.322192,0.5723,0.676933
ATP7A,chrX:77166193-77305892,E3,E4,OK,4.02807,4.3035,0.0954212,0.598295,0.29305,0.402351
ATP7B,chr13:52506805-52585630,E3,E4,OK,2.61748,3.46925,0.406448,2.29093,5.00E-05,0.000167183
ATP8A1,chr4:42410391-42659122,E3,E4,OK,0.129749,3.58472,4.78806,12.1738,5.00E-05,0.000167183
ATP8A2,chr13:25946208-26595420,E3,E4,NOTEST,0.037213,0.135925,1.86894,0,1,1
ATP8B1,chr18:55297533-55470327,E3,E4,NOTEST,0.226878,0.35608,0.650288,0,1,1
ATP8B2,chr1:154298035-154323780,E3,E4,OK,7.20349,7.56696,0.0710182,0.406395,0.4712,0.584912
ATP8B3,chr19:1782073-1812275,E3,E4,NOTEST,0.164498,0.103043,-0.674824,0,1,1
ATP8B4,chr15:50150434-50411419,E3,E4,NOTEST,0.011763,0.0145227,0.304047,0,1,1
ATP8B5P,chr9:35406751-35483026,E3,E4,NOTEST,0.0185639,0.0105286,-0.81818,0,1,1
ATP9A,chr20:50213313-50384908,E3,E4,OK,11.3392,14.9741,0.40115,2.69762,5.00E-05,0.000167183
ATP9B,chr18:76829396-77138282,E3,E4,OK,8.05315,6.84903,-0.233655,-1.44969,0.0114,0.0248255
ATPAF1,chr1:47100710-47134099,E3,E4,OK,59.5711,49.5703,-0.265136,-1.75393,0.0024,0.00612887
ATPAF2,chr17:17921333-17942480,E3,E4,OK,18.0241,14.7975,-0.284581,-1.68733,0.003,0.00748266
ATPBD4,chr15:35663169-36151202,E3,E4,OK,8.13063,5.60303,-0.537162,-2.83466,5.00E-05,0.000167183
ATPBD4-AS1,chr15:35663169-36151202,E3,E4,NOTEST,0.281288,0.123049,-1.19282,0,1,1
ATPIF1,chr1:28562601-28564616,E3,E4,OK,130.657,143.794,0.138223,0.832416,0.14565,0.227932
ATR,chr3:142168076-142297668,E3,E4,OK,5.08643,5.12383,0.0105705,0.0675857,0.90455,0.935259
ATRAID,chr2:27422454-27440046,E3,E4,OK,130.173,107.897,-0.27077,-1.56202,0.0065,0.0149985
ATRIP,chr3:48488113-48509044,E3,E4,OK,3.01068,2.59947,-0.211871,-0.733154,0.195,0.289613
ATRN,chr20:3451664-3631769,E3,E4,OK,25.3427,20.5983,-0.299048,-1.81773,0.00115,0.00312996
ATRNL1,chr10:116853123-117708496,E3,E4,OK,1.83541,4.33086,1.23855,3.67566,5.00E-05,0.000167183
ATRX,chrX:76760355-77041719,E3,E4,OK,22.1644,21.6211,-0.0358027,-0.245568,0.67095,0.762041
ATXN1,chr6:16299342-16761721,E3,E4,OK,12.2674,7.27007,-0.754788,-5.10968,5.00E-05,0.000167183
ATXN10,chr22:46067677-46241187,E3,E4,OK,80.1205,59.0749,-0.439625,-3.02189,5.00E-05,0.000167183
ATXN1L,chr16:71879893-71891236,E3,E4,OK,6.96104,5.88655,-0.24188,-1.56971,0.0052,0.0122229
ATXN2,chr12:111890017-112037480,E3,E4,OK,12.7271,13.2031,0.0529743,0.348018,0.54325,0.650625
ATXN2L,chr16:28834368-28848558,E3,E4,OK,30.481,30.0757,-0.019312,-0.130033,0.8235,0.879223
ATXN3,chr14:92524895-92572965,E3,E4,OK,3.22235,2.81465,-0.195157,-1.12521,0.0436,0.0813493
ATXN3L,chrX:13328770-13338518,E3,E4,NOTEST,0,0,0,0,1,1
ATXN7,chr3:63850232-63989136,E3,E4,OK,10.0868,4.34931,-1.21361,-7.65639,5.00E-05,0.000167183
ATXN7L1,chr7:105245220-105517031,E3,E4,OK,2.441,3.28258,0.427359,1.81424,0.0016,0.00423488
ATXN7L2,chr1:110026560-110035420,E3,E4,OK,3.85682,3.55369,-0.118097,-0.570266,0.315,0.42621
ATXN7L3,chr17:42269172-42275529,E3,E4,OK,16.448,16.5074,0.00520771,0.0341296,0.95385,0.969045
ATXN7L3B,chr12:74931550-74935232,E3,E4,OK,42.0196,39.5516,-0.0873291,-0.594854,0.29735,0.407255
ATXN8OS,chr13:70274724-70713885,E3,E4,NOTEST,0.0222887,0.034847,0.644726,0,1,1
AUH,chr9:93976096-94124206,E3,E4,OK,10.0375,5.63701,-0.832397,-4.24235,5.00E-05,0.000167183
AUNIP,chr1:26160496-26185848,E3,E4,OK,1.36333,1.44987,0.0887895,0.310551,0.58855,0.690905
AUP1,chr2:74753774-74784678,E3,E4,OK,60.7238,53.0781,-0.194146,-0.966673,0.0892,0.150966
AURKA,chr20:54944444-54967351,E3,E4,OK,4.74717,4.77179,0.00746456,0.0362986,0.94875,0.965163
AURKAIP1,chr1:1309109-1310818,E3,E4,OK,73.994,81.8138,0.144936,0.942725,0.09855,0.164196
AURKAPS1,chr1:220321609-220445843,E3,E4,NOTEST,0.185251,0.24353,0.394623,0,1,1
AURKB,chr17:8108048-8113944,E3,E4,OK,4.88437,4.98388,0.0290974,0.123072,0.828,0.882343
AURKC,chr19:57742376-57746916,E3,E4,NOTEST,0.396097,0.334139,-0.245405,0,1,1
AUTS2,chr7:69063904-70257885,E3,E4,OK,30.6299,24.646,-0.313585,-2.12944,2.00E-04,0.000620378
AVEN,chr15:34158427-34357287,E3,E4,OK,11.4785,9.61079,-0.256212,-1.39853,0.01645,0.034285
AVIL,chr12:58176527-58209852,E3,E4,OK,0.862621,1.18353,0.456301,0.816735,0.15715,0.242982
AVL9,chr7:32535175-32758780,E3,E4,OK,7.37441,7.7432,0.0704022,0.346205,0.55215,0.658687
AVP,chr20:3063201-3065370,E3,E4,NOTEST,0,0,0,0,1,1
AVPI1,chr10:99437180-99447015,E3,E4,OK,9.39416,5.07257,-0.889048,-4.26204,5.00E-05,0.000167183
AVPR1A,chr12:63536538-63546590,E3,E4,NOTEST,0.139615,0.209512,0.58558,0,1,1
AVPR1B,chr1:206224282-206231482,E3,E4,NOTEST,0,0,0,0,1,1
AVPR2,chrX:153167984-153172620,E3,E4,NOTEST,0,0,0,0,1,1
AWAT1,chrX:69454504-69460511,E3,E4,NOTEST,0.0135167,0,#NAME?,0,1,1
AWAT2,chrX:69260391-69269788,E3,E4,NOTEST,0,0,0,0,1,1
AXDND1,chr1:179334854-179545084,E3,E4,NOTEST,0.0348299,0.060802,0.803793,0,1,1
AXIN1,chr16:337439-402676,E3,E4,OK,6.88925,7.32702,0.0888793,0.534955,0.35055,0.46335
AXIN2,chr17:63524682-63557740,E3,E4,OK,2.45491,3.19379,0.379598,1.97822,0.00095,0.00262153
AXL,chr19:41725107-41767671,E3,E4,OK,20.2723,14.7648,-0.45735,-3.04576,5.00E-05,0.000167183
AZGP1,chr7:99564349-99573735,E3,E4,OK,3.24027,0.245871,-3.72014,-5.41504,5.00E-05,0.000167183
AZGP1P1,chr7:99578384-99581860,E3,E4,NOTEST,0.0603864,0.0158903,-1.92608,0,1,1
AZI1,chr17:79163392-79196751,E3,E4,OK,4.9546,5.37413,0.117261,0.667299,0.24135,0.344688
AZI2,chr3:28363843-28390618,E3,E4,OK,19.6426,18.4319,-0.0917855,-0.524796,0.36105,0.474239
AZIN1,chr8:103838535-103876397,E3,E4,OK,58.5716,60.612,0.0494027,0.341118,0.55185,0.658522
AZU1,chr19:827830-832017,E3,E4,OK,0.251193,0.624532,1.31398,1.39173,0.02745,0.0540693
B2M,chr15:45003684-45010357,E3,E4,OK,1589.93,1193.6,-0.41364,-2.83642,5.00E-05,0.000167183
B3GALNT1,chr3:160801670-160823160,E3,E4,OK,12.1635,6.99886,-0.797372,-4.90364,5.00E-05,0.000167183
B3GALNT2,chr1:235530727-235667781,E3,E4,OK,8.84694,9.48738,0.100832,0.524498,0.36175,0.474911
B3GALT1,chr2:168675181-168727366,E3,E4,OK,0.458268,1.34527,1.55363,4.16397,5.00E-05,0.000167183
B3GALT2,chr1:193091087-193223942,E3,E4,OK,3.73091,11.3627,1.60671,4.50276,5.00E-05,0.000167183
B3GALT4,chr6_qbl_hap6:4477155-4478841,E3,E4,OK,1.61829,0.378592,-2.09576,-4.64158,5.00E-05,0.000167183
B3GALT5,chr21:41029253-41034815,E3,E4,OK,0.0659746,0.994191,3.91354,3.89083,5.00E-05,0.000167183
