Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000168385,SEPTIN2,434,1.65935,104,-0.6818,97,-0.8526,96,-0.8643,60,-1.6079,254,0.72266,137,-0.2570,285,0.91378,225,0.52429
ENSG00000006607,FARP2,30,1.50818,20,0.79817,22,1.13348,7,-0.7306,9,-0.5205,0,-6.0461,2,-2.5924,5,-1.2099,10,-0.2921
ENSG00000115694,STK25,93,-0.9629,254,0.59408,225,0.45010,193,0.16677,187,0.11954,161,-0.1264,135,-0.3977,99,-0.8800,147,-0.2759
ENSG00000176720,BOK,255,3.14282,22,-1.1593,46,-0.0553,20,-1.3536,18,-1.5252,15,-1.7422,19,-1.3461,45,-0.0660,43,-0.1504
ENSG00000176946,THAP4,28,-0.5237,38,-0.0704,41,0.06494,55,0.59689,45,0.24230,15,-1.4486,35,-0.1766,43,0.12526,32,-0.3312
ENSG00000168397,ATG4B,57,-0.1696,92,0.57291,94,0.69087,58,-0.1767,73,0.22206,38,-0.8051,51,-0.3597,24,-1.4771,58,-0.1584
ENSG00000168393,DTYMK,23,0.94620,9,-0.5225,7,-0.8802,11,-0.2486,2,-2.8731,28,1.22160,24,0.95927,18,0.52640,13,-0.0280
ENSG00000168395,ING5,28,-0.0358,45,0.75296,31,0.13891,32,0.20258,23,-0.3406,11,-1.3460,17,-0.7525,20,-0.4871,46,0.78102
ENSG00000180902,D2HGDH,28,-0.1126,20,-0.6658,39,0.43028,31,0.03469,31,0.02583,23,-0.4523,30,-0.0177,21,-0.6004,43,0.52225
ENSG00000188011,RTP5,6,-2.8728,14,-1.6156,25,-0.8701,97,1.60586,23,-0.9994,18,-1.2865,19,-1.1813,30,-0.5449,132,1.93417
ENSG00000224318,CHL1-AS2,12,-0.1102,29,1.26013,13,0.03393,16,0.31343,13,0.03175,0,-6.6539,5,-1.4920,10,-0.4661,18,0.45475
ENSG00000134121,CHL1,64,-2.3062,271,-0.1492,501,0.95871,510,0.99482,251,-0.2943,219,-0.4808,206,-0.5735,115,-1.4420,179,-0.7894
ENSG00000144619,CNTN4,0,-7.6664,7,-1.3747,16,-0.0960,24,0.57233,23,0.49692,5,-1.8988,37,1.24978,5,-1.7072,27,0.71797
ENSG00000072756,TRNT1,11,-0.2539,12,-0.0412,15,0.28965,15,0.26544,15,0.25627,11,-0.2797,14,0.10978,7,-0.8635,9,-0.5533
ENSG00000113851,CRBN,73,0.03139,50,-0.5712,97,0.53751,92,0.42618,91,0.40547,27,-1.5014,39,-0.9365,59,-0.3208,58,-0.3446
ENSG00000144455,SUMF1,14,-0.1303,7,-1.1537,12,-0.4091,14,-0.1508,27,1.06054,12,-0.3101,22,0.60573,10,-0.5436,10,-0.5724
ENSG00000175928,LRRN1,27,0.58656,7,-1.5214,14,-0.5026,23,0.30774,23,0.33046,19,-0.0237,2,-2.9289,31,0.79357,22,0.22588
ENSG00000150995,ITPR1,2,-5.3279,199,1.31374,179,1.30586,114,0.41948,77,-0.2583,29,-1.6795,58,-0.6827,16,-2.5643,34,-1.4633
ENSG00000134107,BHLHE40,18,-1.2873,34,-0.3012,59,0.62076,26,-0.7572,35,-0.2563,80,1.07702,15,-1.5410,47,0.19892,62,0.65524
ENSG00000134108,ARL8B,123,-0.6137,116,-0.7113,256,0.59563,262,0.64165,189,0.05149,145,-0.3634,127,-0.5706,135,-0.4751,142,-0.3949
ENSG00000134109,EDEM1,6,-1.5400,11,-0.7520,20,0.17403,35,1.26724,12,-0.6305,20,0.15532,14,-0.3136,8,-1.2097,21,0.24220
ENSG00000196277,GRM7,4,-2.5824,19,-0.3596,28,0.28055,37,0.77077,55,1.62446,1,-4.4836,0,-5.1770,6,-1.9668,16,-0.5544
ENSG00000071282,LMCD1,16,-0.2740,22,0.18100,22,0.18534,22,0.21418,3,-2.8383,61,1.92327,27,0.49811,4,-2.3251,11,-0.8555
ENSG00000196220,SRGAP3,7,-3.2037,80,0.33481,69,0.10977,113,1.03984,66,0.04710,21,-1.7097,46,-0.5048,32,-1.0605,92,0.56037
ENSG00000206573,THUMPD3-AS1,19,-0.4713,20,-0.3986,18,-0.5977,34,0.52160,27,0.12046,24,-0.0939,39,0.68379,31,0.31074,15,-0.8403
ENSG00000134077,THUMPD3,24,-0.1609,8,-1.7854,27,0.05744,33,0.37035,30,0.24369,33,0.33932,39,0.61737,12,-1.1735,21,-0.3712
ENSG00000168137,SETD5,25,0.30487,20,-0.0568,32,0.81488,13,-0.7644,11,-0.9311,36,0.89047,8,-1.4138,23,0.19985,21,0.05651
ENSG00000156959,LHFPL4,12,-1.7586,44,0.15444,48,0.30754,54,0.53216,61,0.76776,9,-2.2637,41,0.04351,19,-1.1238,29,-0.4875
ENSG00000163719,MTMR14,25,0.18584,24,0.13814,29,0.50639,25,0.23805,16,-0.5015,24,0.10939,22,-0.0225,11,-0.9865,17,-0.4079
ENSG00000114026,OGG1,28,1.00849,15,-0.0230,11,-0.5045,13,-0.2478,19,0.37200,19,0.38411,6,-1.2990,11,-0.5404,16,0.11151
ENSG00000134072,CAMK1,28,-1.0947,32,-0.9050,44,-0.4588,79,0.53082,82,0.61558,105,0.95747,38,-0.6541,40,-0.5743,45,-0.3892
ENSG00000171148,TADA3,62,-0.5686,128,0.57898,87,-0.0488,68,-0.4464,95,0.10975,85,-0.0725,106,0.26831,89,-0.0015,100,0.18503
ENSG00000241553,ARPC4,93,-0.9731,234,0.44853,261,0.70848,148,-0.3023,185,0.08193,132,-0.4475,175,-0.0139,124,-0.5419,171,-0.0458
ENSG00000214021,TTLL3,35,0.97558,8,-1.2147,19,-0.0427,19,0.00147,6,-1.8897,45,1.41436,11,-0.7726,20,0.09458,22,0.22408
ENSG00000156990,RPUSD3,9,-2.0062,64,0.93655,44,0.37108,42,0.27370,28,-0.4152,16,-1.2237,54,0.65694,28,-0.3940,31,-0.2396
ENSG00000171135,JAGN1,28,-0.1579,20,-0.6953,37,0.29530,29,-0.1124,47,0.74970,33,0.11282,3,-3.2733,18,-0.8579,45,0.58599
ENSG00000163703,CRELD1,29,-1.2453,37,-0.8766,74,0.21308,113,1.00961,85,0.47497,67,0.03428,33,-1.0288,22,-1.6224,52,-0.3494
ENSG00000163704,PRRT3,5,-2.6935,16,-1.1757,50,0.66053,53,0.77674,40,0.26774,44,0.38789,20,-0.8450,12,-1.5796,31,-0.1860
ENSG00000125037,EMC3,71,-0.0487,65,-0.1861,82,0.20664,68,-0.1283,107,0.68234,50,-0.5760,65,-0.1831,58,-0.3571,55,-0.4555
ENSG00000254999,BRK1,109,-0.7091,214,0.34601,186,0.13054,157,-0.1606,249,0.66614,157,-0.1484,163,-0.0862,113,-0.6554,128,-0.4547
ENSG00000157014,TATDN2,33,-0.0267,38,0.20307,66,1.27873,26,-0.4456,26,-0.4264,7,-2.2556,16,-1.1491,39,0.21213,35,0.04398
ENSG00000157020,SEC13,77,0.90185,52,0.26473,31,-0.5958,43,-0.0483,54,0.37324,61,0.50677,34,-0.4058,19,-1.2701,30,-0.5960
ENSG00000157087,ATP2B2,25,-2.4356,127,-0.0230,183,0.63270,127,-0.0265,260,1.33962,55,-1.2809,79,-0.7519,38,-1.8350,81,-0.7190
ENSG00000132164,SLC6A11,4,-2.5520,11,-0.9918,29,0.52507,11,-1.0453,6,-1.8890,88,2.44736,9,-1.2539,28,0.37493,27,0.35735
ENSG00000157103,SLC6A1,249,0.24431,48,-2.2297,30,-3.0626,297,0.59182,333,0.80681,369,0.88655,100,-1.1598,164,-0.4107,315,0.62018
ENSG00000196639,HRH1,7,-1.0716,13,-0.0972,23,0.86944,4,-1.9795,9,-0.7770,33,1.36163,12,-0.2547,23,0.74025,11,-0.3215
ENSG00000197548,ATG7,17,-0.6444,26,-0.0386,37,0.59687,25,-0.0968,36,0.53273,31,0.23527,4,-2.8342,20,-0.4734,25,-0.0872
ENSG00000144560,VGLL4,35,-0.3582,30,-0.5966,45,0.03561,37,-0.2658,45,0.03854,63,0.58790,59,0.48211,40,-0.1520,45,0.03867
ENSG00000144559,TAMM41,6,-1.1726,10,-0.3511,24,1.10379,10,-0.3555,11,-0.3103,25,1.07604,3,-2.0765,13,0.01097,8,-0.6666
ENSG00000157152,SYN2,58,-3.4487,737,0.35776,1111,1.19647,662,0.20503,710,0.33138,156,-2.0034,393,-0.6250,212,-1.5559,543,-0.1264
ENSG00000075975,MKRN2,20,0.06356,30,0.72889,17,-0.1473,26,0.54149,24,0.38304,6,-1.7523,6,-1.5973,8,-1.2901,24,0.37907
ENSG00000132155,RAF1,36,-0.1773,23,-0.8329,38,-0.1027,48,0.28552,40,-0.0279,62,0.67129,34,-0.2614,30,-0.4702,49,0.31340
ENSG00000144712,CAND2,7,-1.1487,32,1.10147,24,0.66125,13,-0.3372,20,0.38264,0,-6.9427,12,-0.5179,6,-1.3695,24,0.57384
ENSG00000144713,RPL32,2595,0.73569,1600,-0.0438,868,-1.0511,1175,-0.5646,1058,-0.7351,1947,0.26765,3168,1.07241,3022,0.99177,1201,-0.4889
ENSG00000144711,IQSEC1,107,-0.8301,225,0.31526,301,0.89939,157,-0.2749,210,0.22956,92,-1.0681,118,-0.6822,150,-0.3187,184,-0.0038
ENSG00000163517,HDAC11,191,2.01788,46,-0.3894,56,-0.0898,31,-1.0607,71,0.33456,12,-2.3877,34,-0.8270,51,-0.2237,57,-0.0472
ENSG00000163528,CHCHD4,6,-1.5279,16,-0.1349,15,-0.2619,21,0.32360,13,-0.5043,18,-0.0213,51,1.75269,18,-0.0164,5,-1.7071
ENSG00000170876,TMEM43,20,-1.0149,11,-1.8993,49,0.35730,74,1.14100,40,-0.0015,65,0.78214,10,-2.0044,20,-1.0078,27,-0.6155
ENSG00000154767,XPC,30,0.67939,9,-1.0509,17,-0.1740,28,0.68608,15,-0.4560,29,0.67300,13,-0.6304,14,-0.4907,15,-0.3453
ENSG00000170860,LSM3,81,-0.4064,146,0.51592,88,-0.3099,83,-0.4044,115,0.14996,132,0.35749,133,0.36195,129,0.32041,74,-0.5595
ENSG00000131389,SLC6A6,21,0.34688,12,-0.5367,16,-0.0371,10,-0.8155,8,-1.0739,53,1.97623,30,0.96961,3,-2.2771,10,-0.7150
ENSG00000225733,FGD5-AS1,248,0.79787,114,-0.4440,108,-0.5720,166,0.16002,129,-0.2668,224,0.62418,138,-0.1413,125,-0.3004,162,0.10976
ENSG00000177463,NR2C2,39,0.13179,41,0.19707,43,0.34144,51,0.63561,21,-0.8714,22,-0.7498,16,-1.1719,28,-0.3695,52,0.60460
ENSG00000131368,MRPS25,36,-1.1520,85,0.12963,88,0.21427,84,0.12134,106,0.55392,68,-0.2042,93,0.28076,44,-0.8636,52,-0.6134
ENSG00000131381,RBSN,68,0.32678,45,-0.3180,65,0.26028,64,0.23526,51,-0.1638,73,0.42121,17,-1.7676,44,-0.3519,62,0.17982
ENSG00000131375,CAPN7,24,0.46510,11,-0.7521,16,-0.1856,19,0.16118,11,-0.7062,41,1.40612,10,-0.7593,9,-0.9995,23,0.40088
ENSG00000131370,SH3BP5,100,0.22353,92,0.08769,113,0.45890,114,0.48573,119,0.55214,16,-2.4820,55,-0.7112,45,-1.0080,45,-1.0197
ENSG00000206562,METTL6,12,-0.2730,26,0.98879,11,-0.4383,11,-0.4446,17,0.35535,9,-0.6188,13,-0.1222,21,0.62017,10,-0.4811
ENSG00000144597,EAF1,13,-1.5776,41,0.10951,44,0.26630,63,0.92008,40,0.10531,42,0.14338,19,-1.0777,15,-1.3413,31,-0.3070
ENSG00000169814,BTD,12,-0.2210,12,-0.2331,9,-0.8222,16,0.21956,16,0.19940,24,0.81426,7,-1.0121,19,0.44340,15,0.07909
ENSG00000206560,ANKRD28,49,0.41835,33,-0.2070,35,-0.1207,56,0.72725,23,-0.7917,24,-0.6894,42,0.16102,37,-0.0142,37,-0.0103
ENSG00000131386,GALNT15,177,3.34858,13,-1.2613,8,-2.0440,1,-4.7873,2,-4.0264,95,1.94676,31,0.04635,18,-0.7563,7,-2.1051
ENSG00000154813,DPH3,32,0.62708,26,0.27914,16,-0.4402,8,-1.5690,21,0.00711,37,0.86064,35,0.77960,22,0.05334,14,-0.6247
ENSG00000131378,RFTN1,23,0.33044,13,-0.5805,28,0.68962,31,0.86344,17,-0.2287,14,-0.5075,8,-1.3044,6,-1.5636,13,-0.5573
ENSG00000154822,PLCL2,20,-0.6735,30,-0.0487,54,1.06271,33,0.10390,41,0.50649,20,-0.6466,22,-0.5344,13,-1.2262,7,-2.0760
ENSG00000131374,TBC1D5,78,0.42044,45,-0.4453,56,-0.1138,62,0.06289,60,-0.0048,58,-0.0477,71,0.28112,58,-0.0372,52,-0.2234
ENSG00000182568,SATB1,53,-1.2360,124,0.05379,180,0.74083,91,-0.4671,226,1.18880,38,-1.7278,158,0.43447,46,-1.4507,26,-2.2897
ENSG00000144566,RAB5A,97,-0.3299,127,0.08590,152,0.41248,112,-0.1182,115,-0.0752,101,-0.2644,157,0.42474,102,-0.2588,100,-0.2845
ENSG00000114166,KAT2B,122,1.64189,19,-1.3424,22,-1.1784,40,-0.2140,19,-1.4235,58,0.36966,29,-0.7166,81,0.92636,78,0.86307
ENSG00000151789,ZNF385D,13,-0.8659,41,0.89564,28,0.28397,5,-2.2125,65,2.02658,8,-1.5862,19,-0.3529,4,-2.5123,2,-3.1529
ENSG00000182247,UBE2E2,25,-1.6475,82,0.17521,89,0.34391,118,0.86706,111,0.74273,19,-2.0034,56,-0.4305,23,-1.7639,41,-0.8889
ENSG00000170142,UBE2E1,99,0.61591,62,-0.1250,48,-0.5528,68,0.03017,69,0.05300,93,0.52145,61,-0.1611,58,-0.2239,62,-0.1334
ENSG00000197885,NKIRAS1,15,-2.0218,73,0.29269,63,0.07905,80,0.49964,98,0.89046,44,-0.4965,40,-0.6154,39,-0.6732,30,-1.0489
ENSG00000174748,RPL15,959,-0.0381,1125,0.21406,750,-0.4568,1076,0.15849,856,-0.2359,1212,0.33257,1226,0.35124,1159,0.26144,749,-0.4222
ENSG00000174738,NR1D2,47,0.18246,32,-0.3975,49,0.27307,51,0.33379,43,0.04888,38,-0.1624,40,-0.0812,25,-0.8003,35,-0.2574
ENSG00000151090,THRB,10,-3.1140,115,0.47093,165,1.23693,115,0.53107,72,-0.2860,30,-1.5980,88,0.05469,33,-1.4390,45,-0.9703
ENSG00000077097,TOP2B,98,-0.1094,98,-0.1149,96,-0.1502,127,0.33734,132,0.40132,88,-0.2827,77,-0.4799,102,-0.0548,89,-0.2664
ENSG00000151092,NGLY1,18,0.03056,12,-0.5117,10,-0.8218,35,1.30878,21,0.30228,12,-0.5506,12,-0.6107,10,-0.8407,13,-0.4753
ENSG00000179796,LRRC3B,14,-1.2695,15,-1.1618,38,0.28264,37,0.24483,11,-1.6836,23,-0.5081,16,-1.0496,53,0.79899,93,1.79665
ENSG00000033867,SLC4A7,10,-0.8551,28,0.72515,11,-0.7919,24,0.55810,14,-0.4052,9,-0.9666,27,0.69764,13,-0.4926,27,0.66036
ENSG00000187118,CMC1,33,-0.1989,44,0.25946,33,-0.2053,23,-0.7908,35,-0.0798,30,-0.3434,93,1.52527,43,0.24177,20,-0.8958
ENSG00000163512,AZI2,35,-1.0315,118,0.88360,70,0.03880,71,0.07961,52,-0.4472,58,-0.2492,140,1.18206,35,-0.9950,45,-0.6356
ENSG00000144642,RBMS3,21,0.07864,16,-0.2875,7,-1.5854,11,-0.9366,20,0.03729,46,1.35685,27,0.45952,27,0.50053,24,0.31785
ENSG00000163527,STT3B,89,0.04946,97,0.19211,128,0.70924,103,0.31981,57,-0.6784,86,0.00502,55,-0.6830,57,-0.6383,73,-0.2659
ENSG00000144645,OSBPL10,3,-1.9589,9,-0.5572,34,1.93909,5,-1.5246,18,0.59994,5,-1.3769,8,-0.7410,9,-0.5466,6,-1.0058
ENSG00000152642,GPD1L,33,-0.9162,65,0.12337,91,0.76333,70,0.27288,68,0.22381,40,-0.6281,63,0.07462,27,-1.2074,33,-0.9233
ENSG00000091317,CMTM6,22,0.75193,6,-1.2797,6,-1.2652,3,-2.4113,6,-1.3649,8,-0.8217,48,2.15532,31,1.33822,20,0.61183
ENSG00000144635,DYNC1LI1,40,-0.6576,29,-1.1622,75,0.32944,118,1.20420,79,0.42103,36,-0.8301,30,-1.1195,33,-0.9503,33,-0.9403
ENSG00000182973,CNOT10,19,0.46559,18,0.40414,11,-0.2938,21,0.74817,12,-0.2592,10,-0.4727,6,-1.2717,11,-0.3113,13,-0.0610
ENSG00000170266,GLB1,25,-0.4379,25,-0.4224,28,-0.2464,46,0.58883,45,0.55793,39,0.25304,11,-1.5797,27,-0.3185,30,-0.1565
ENSG00000170275,CRTAP,102,1.23715,30,-0.7346,41,-0.2547,38,-0.3853,28,-0.8760,101,1.21950,39,-0.3280,52,0.13142,37,-0.4037
ENSG00000153558,FBXL2,4,-3.0352,30,-0.2919,54,0.73629,39,0.12411,79,1.52268,18,-1.0089,3,-3.3551,16,-1.2590,16,-1.2232
ENSG00000153560,UBP1,29,-0.9033,48,-0.1407,82,0.82032,64,0.35476,49,-0.1111,32,-0.7625,43,-0.3184,39,-0.4517,47,-0.1559
ENSG00000163539,CLASP2,313,0.70180,174,-0.2328,241,0.30791,253,0.39307,222,0.16244,116,-0.8572,108,-0.9664,130,-0.6803,155,-0.4085
ENSG00000170248,PDCD6IP,90,0.82923,41,-0.4311,66,0.34558,60,0.18508,55,0.04602,34,-0.6904,45,-0.2825,33,-0.7685,42,-0.3822
ENSG00000172995,ARPP21,3,-5.2032,111,-0.1209,105,-0.2305,162,0.53179,253,1.42569,44,-1.5138,124,0.04584,58,-1.1050,63,-0.9901
ENSG00000168016,TRANK1,6,-1.3265,8,-0.9107,16,0.09102,38,1.79623,7,-1.1338,23,0.66985,3,-2.3310,11,-0.4590,8,-0.9913
ENSG00000178567,EPM2AIP1,27,-1.4045,61,-0.1665,81,0.31899,92,0.54286,55,-0.3422,67,-0.0019,60,-0.1940,50,-0.4742,91,0.47280
ENSG00000076242,MLH1,39,0.31522,8,-2.1262,22,-0.6102,48,0.72705,43,0.50193,53,0.79300,23,-0.4932,13,-1.3460,24,-0.4736
ENSG00000093167,LRRFIP2,48,0.60313,16,-1.0507,37,0.20481,29,-0.1891,21,-0.7003,52,0.73222,34,0.07449,22,-0.6086,46,0.52433
ENSG00000144674,GOLGA4,50,-0.0334,60,0.25639,35,-0.6063,73,0.64739,24,-1.2130,28,-0.9056,107,1.22386,65,0.38262,36,-0.5358
ENSG00000235257,ITGA9-AS1,11,0.00377,5,-1.2019,6,-0.9360,5,-1.1261,17,0.80854,14,0.47859,6,-0.9245,24,1.31610,12,0.25297
ENSG00000144677,CTDSPL,23,-0.0411,28,0.28222,19,-0.3397,20,-0.2381,15,-0.7510,41,0.91923,20,-0.2415,20,-0.1948,39,0.83961
ENSG00000187091,PLCD1,42,1.86081,8,-0.9039,8,-0.9233,5,-1.5324,7,-1.0432,22,0.73025,7,-0.9695,28,1.12370,20,0.53175
ENSG00000060971,ACAA1,74,0.00329,62,-0.2786,92,0.37927,67,-0.1867,73,-0.0262,55,-0.4701,83,0.17666,66,-0.1804,87,0.25222
ENSG00000172939,OXSR1,26,0.24563,10,-1.1008,27,0.40437,25,0.24500,23,0.06344,15,-0.5531,23,0.09982,19,-0.2180,18,-0.3022
ENSG00000114742,WDR48,44,-0.4580,53,-0.1598,75,0.43368,77,0.47221,48,-0.3456,73,0.33898,24,-1.3743,54,-0.1446,59,0.00927
ENSG00000114745,GORASP1,66,1.13743,13,-1.3550,36,0.18782,25,-0.4642,39,0.32872,21,-0.6759,35,0.09957,29,-0.1645,27,-0.3061
ENSG00000144655,CSRNP1,24,0.76531,0,-4.4354,16,0.13523,6,-1.3666,0,-4.3887,85,3.29507,8,-0.8509,6,-1.2736,8,-0.9589
ENSG00000168329,CX3CR1,37,0.96975,15,-0.4435,6,-1.8777,5,-2.0609,3,-2.6884,10,-1.1156,65,1.95631,70,2.10070,19,-0.1205
ENSG00000144659,SLC25A38,14,-1.0907,38,0.37736,51,1.00240,43,0.65913,23,-0.4289,15,-0.9824,7,-2.0254,22,-0.4636,25,-0.2646
ENSG00000168028,RPSA,828,0.75400,573,0.15683,339,-0.7105,466,-0.1848,368,-0.5741,596,0.22025,762,0.61788,780,0.65576,340,-0.6542
ENSG00000168314,MOBP,1898,4.89530,7,-4.8989,36,-2.7765,11,-4.4451,22,-3.4745,2,-6.7873,99,-1.1963,391,0.96144,58,-1.9932
ENSG00000170011,MYRIP,24,-1.4463,115,0.97499,105,0.92598,39,-0.7945,45,-0.5731,47,-0.4541,108,0.86329,52,-0.2922,34,-0.9274
ENSG00000114784,EIF1B,96,-0.9701,222,0.31896,153,-0.2903,220,0.33734,307,0.97183,126,-0.5622,172,-0.0877,108,-0.7952,94,-1.0093
ENSG00000223797,ENTPD3-AS1,37,1.59347,18,0.39062,4,-2.0586,10,-0.6166,10,-0.5527,11,-0.3134,29,1.11907,17,0.26431,11,-0.3741
ENSG00000168032,ENTPD3,1,-4.8405,21,-0.3562,18,-0.6628,59,1.55189,35,0.51830,32,0.29947,16,-0.7704,8,-1.7648,15,-0.8259
ENSG00000188846,RPL14,504,-0.2569,721,0.30600,368,-0.7954,554,-0.1222,386,-0.7196,959,0.77136,965,0.78221,908,0.68145,461,-0.3953
ENSG00000168036,CTNNB1,214,-0.5537,317,0.05708,379,0.38199,395,0.45739,255,-0.3114,305,-0.0027,293,-0.0658,243,-0.3565,238,-0.3895
ENSG00000182606,TRAK1,46,-0.6310,77,0.17874,63,-0.1367,65,-0.0929,96,0.59103,96,0.54085,64,-0.1111,44,-0.6956,50,-0.5019
ENSG00000187094,CCK,42,-5.4550,248,-2.8831,51,-5.2935,7886,4.07721,1224,-0.5559,826,-1.1101,305,-2.5828,322,-2.5057,375,-2.2824
ENSG00000114812,VIPR1,0,-8.0482,33,0.63808,26,0.27198,44,1.27762,26,0.29359,1,-4.3509,15,-0.6033,2,-3.0817,23,0.05432
ENSG00000093183,SEC22C,89,1.05568,55,0.27618,36,-0.4063,44,-0.0749,32,-0.5865,58,0.34692,37,-0.3440,40,-0.2107,50,0.12785
ENSG00000008324,SS18L2,25,-1.2154,60,0.10659,46,-0.3196,101,1.09292,69,0.36039,52,-0.1055,35,-0.7215,27,-1.1046,41,-0.4850
ENSG00000114857,NKTR,50,0.80068,14,-1.1486,31,0.03488,43,0.60956,16,-1.0609,48,0.71055,5,-2.5678,28,-0.1138,41,0.44988
ENSG00000114853,ZBTB47,92,0.68697,63,0.07642,37,-0.8179,51,-0.2849,46,-0.4297,107,0.93095,67,0.16473,49,-0.3063,75,0.35244
ENSG00000010282,HHATL,173,2.27473,37,-0.3732,11,-2.3018,10,-2.3682,76,0.88329,14,-1.7498,17,-1.5442,69,0.61888,59,0.35380
ENSG00000181061,HIGD1A,192,-0.8138,430,0.43799,436,0.51636,406,0.38611,277,-0.2809,233,-0.5198,236,-0.5059,206,-0.7088,383,0.25229
ENSG00000144647,POMGNT2,31,-0.7143,16,-1.6235,38,-0.4321,52,0.09335,91,1.15934,90,0.98943,22,-1.2032,29,-0.7950,38,-0.3998
ENSG00000163788,SNRK,8,-2.3814,20,-1.1414,29,-0.6300,44,0.07026,74,1.02480,73,0.87915,48,0.19673,34,-0.3243,31,-0.4910
ENSG00000160746,ANO10,26,0.18174,29,0.38406,22,-0.0634,23,0.02159,23,-0.0218,32,0.51535,18,-0.3644,13,-0.8027,21,-0.1442
ENSG00000011198,ABHD5,21,0.79082,3,-1.8373,9,-0.5022,7,-0.9918,12,-0.1650,16,0.34598,15,0.27285,20,0.70093,22,0.85849
ENSG00000261786,AC006058.1,5,-1.5026,6,-1.1611,25,1.14395,23,0.95149,19,0.58488,0,-6.6779,3,-2.0784,3,-2.0721,11,-0.2599
ENSG00000179152,TCAIM,26,0.14764,27,0.21710,23,-0.0089,19,-0.3773,36,0.80251,9,-1.3289,24,0.03603,20,-0.2340,18,-0.4314
ENSG00000185219,ZNF445,29,0.45370,13,-0.7423,29,0.49169,19,-0.2498,20,-0.1712,14,-0.6043,29,0.43952,24,0.17475,17,-0.4061
ENSG00000163807,KIAA1143,39,-0.0228,48,0.30902,36,-0.1386,37,-0.0841,48,0.35929,63,0.76039,32,-0.2929,23,-0.8407,23,-0.8137
ENSG00000169964,TMEM42,35,-0.0036,36,0.04420,41,0.25617,55,0.82047,41,0.26183,24,-0.5555,10,-1.8365,25,-0.5167,17,-1.0846
ENSG00000163812,ZDHHC3,12,-1.4454,32,0.09012,50,0.90341,41,0.50213,20,-0.6513,24,-0.3816,23,-0.4150,16,-0.9504,36,0.28223
ENSG00000075914,EXOSC7,32,-0.1415,39,0.17066,33,-0.0763,55,0.81621,50,0.63437,22,-0.7262,14,-1.3678,16,-1.1758,21,-0.8054
ENSG00000249992,TMEM158,11,-3.3909,82,-0.5101,265,1.66230,80,-0.5876,154,0.54021,31,-1.9605,91,-0.3418,65,-0.8634,87,-0.4192
ENSG00000011376,LARS2,14,-0.4659,14,-0.4113,18,-0.0767,15,-0.3735,28,0.72831,18,-0.0265,20,0.11547,11,-0.8408,25,0.47739
ENSG00000211456,SACM1L,36,-0.5727,46,-0.1661,62,0.31912,65,0.41341,44,-0.2754,13,-2.0597,73,0.55763,37,-0.5280,73,0.54294
ENSG00000163818,LZTFL1,17,-0.3546,13,-0.7930,27,0.35779,29,0.52130,37,0.95667,7,-1.5942,2,-3.0779,24,0.14381,12,-0.9161
ENSG00000160801,PTH1R,19,0.23663,8,-1.0805,7,-1.2372,6,-1.4224,22,0.49768,66,2.45696,5,-1.7644,17,0.05616,9,-0.8247
ENSG00000160799,CCDC12,43,-0.1388,40,-0.2596,48,0.00912,31,-0.6745,58,0.36643,86,0.96137,46,-0.0325,47,-0.0085,31,-0.6607
ENSG00000181555,SETD2,37,0.34937,23,-0.3865,35,0.27306,22,-0.5071,32,0.12476,32,0.10400,24,-0.3546,43,0.57769,21,-0.5281
ENSG00000088727,KIF9,14,-0.5484,53,1.66911,11,-0.9253,16,-0.3411,30,0.75396,16,-0.2595,10,-1.0289,24,0.32284,4,-2.3078
ENSG00000114648,KLHL18,17,-0.5436,24,-0.0484,45,1.08219,29,0.23956,35,0.62773,0,-6.3573,5,-2.2854,17,-0.6072,18,-0.5054
ENSG00000076201,PTPN23,44,0.16396,30,-0.4321,41,0.05669,50,0.42541,34,-0.2451,28,-0.5452,40,0.01864,43,0.11952,40,-0.0009
ENSG00000114650,SCAP,45,-0.2132,34,-0.6407,74,0.64155,55,0.10401,55,0.09401,63,0.31397,9,-2.5252,52,0.00302,50,-0.0452
ENSG00000163832,ELP6,40,0.55596,21,-0.4748,17,-0.8197,51,1.11252,22,-0.3984,21,-0.4564,36,0.38866,21,-0.4567,18,-0.6523
ENSG00000114646,CSPG5,167,-0.2115,111,-0.8442,178,-0.1296,126,-0.7040,215,0.20213,238,0.34140,141,-0.4755,267,0.53146,339,0.92578
ENSG00000173473,SMARCC1,55,1.35401,31,0.40554,9,-1.5248,13,-0.9417,7,-1.9953,25,0.03780,51,1.22282,51,1.20601,18,-0.4317
ENSG00000132153,DHX30,46,-1.3880,126,0.13599,123,0.10715,166,0.65414,137,0.30345,90,-0.3909,100,-0.2242,80,-0.5606,91,-0.3652
ENSG00000047849,MAP4,491,0.38297,498,0.40437,413,0.11576,390,0.01836,271,-0.5960,389,0.01200,446,0.22947,330,-0.2441,332,-0.2362
