Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000168490,PHYHIP,267,-0.9581,416,-0.2775,474,-0.0746,220,-1.2482,178,-1.5712,207,-1.3406,478,-0.0606,707,0.57174,309,-0.7357,1103,1.60678
ENSG00000120896,SORBS3,91,2.42124,14,-0.8175,18,-0.3815,44,1.03206,25,0.09941,35,0.62484,11,-1.1441,7,-1.8086,5,-2.1502,4,-2.7031
ENSG00000120913,PDLIM2,71,1.66259,18,-0.5969,17,-0.6384,42,0.73414,38,0.58543,16,-0.7320,5,-2.3526,13,-1.0804,19,-0.4782,26,-0.0575
ENSG00000158941,CCAR2,6,-2.4410,24,-0.5573,46,0.45026,28,-0.3259,27,-0.3956,25,-0.5022,51,0.60936,44,0.39372,50,0.58536,40,0.24672
ENSG00000147439,BIN3,11,-0.4395,18,0.31805,10,-0.5974,11,-0.4335,9,-0.7889,17,0.21754,17,0.22835,17,0.24649,16,0.13390,18,0.35140
ENSG00000179388,EGR3,33,-1.2242,67,-0.1567,114,0.68848,55,-0.4769,18,-2.0932,17,-2.1809,23,-1.7725,175,1.43453,46,-0.7604,135,1.14416
ENSG00000008853,RHOBTB2,29,-0.5043,25,-0.6825,50,0.37117,23,-0.8058,15,-1.4667,29,-0.4838,41,0.06950,67,0.84489,27,-0.5836,65,0.91591
ENSG00000147457,CHMP7,36,0.17231,19,-0.7838,17,-0.9877,22,-0.6199,25,-0.4098,31,-0.0750,39,0.27391,53,0.78332,48,0.61095,34,0.08581
ENSG00000104679,R3HCC1,16,-1.2349,49,0.52179,34,-0.0738,33,-0.1229,36,0.00782,36,0.02305,25,-0.5414,58,0.77887,32,-0.1482,36,0.03754
ENSG00000197217,ENTPD4,31,-0.1368,24,-0.5042,14,-1.2940,20,-0.7682,16,-1.1257,20,-0.7653,59,0.90656,50,0.63022,67,1.14219,34,0.02148
ENSG00000147454,SLC25A37,81,2.35568,12,-0.8586,12,-0.8224,7,-1.7158,19,-0.1468,25,0.23305,27,0.35429,13,-0.7201,13,-0.8082,13,-0.7952
ENSG00000272163,AF106564.1,3,-2.3302,8,-0.9251,13,-0.1482,7,-1.1222,6,-1.3650,15,-0.0079,12,-0.2389,13,-0.1683,21,0.54114,32,1.51920
ENSG00000104722,NEFM,125,-1.5893,450,0.38076,464,0.43248,144,-1.3796,84,-2.1873,166,-1.1689,783,1.32632,689,1.09792,294,-0.2950,352,-0.0129
ENSG00000277586,NEFL,347,-1.5704,906,-0.1060,1378,0.57090,439,-1.2172,285,-1.8638,351,-1.5543,1609,0.83042,1731,0.95536,939,-0.0490,1336,0.58997
ENSG00000221914,PPP2R2A,56,0.10369,30,-0.8384,39,-0.4542,49,-0.0974,27,-0.9752,82,0.74140,63,0.30569,79,0.67765,53,0.01633,47,-0.1681
ENSG00000104765,BNIP3L,198,0.38044,84,-0.9618,173,0.16512,104,-0.6340,97,-0.7334,230,0.62362,169,0.12758,143,-0.1413,170,0.13423,175,0.20461
ENSG00000240694,PNMA2,171,-1.0654,279,-0.3168,291,-0.2483,281,-0.3009,102,-1.8337,250,-0.4823,536,0.73790,480,0.55359,525,0.70272,417,0.36379
ENSG00000092964,DPYSL2,496,-0.5370,512,-0.4874,663,-0.0837,556,-0.3586,665,-0.0795,1405,1.16024,814,0.24440,847,0.30741,607,-0.2210,562,-0.3760
ENSG00000015592,STMN4,97,-1.0909,170,-0.2347,158,-0.3495,146,-0.4694,165,-0.2737,371,1.04346,140,-0.5308,254,0.40751,199,0.01508,234,0.30833
ENSG00000120899,PTK2B,57,-1.4328,101,-0.5758,138,-0.0963,67,-1.2023,39,-1.9910,56,-1.4652,150,0.03941,275,1.03742,70,-1.1307,329,1.63034
ENSG00000120885,CLU,3774,0.81101,1459,-0.7076,1805,-0.3795,2891,0.36812,3878,0.85697,2289,-0.0064,1767,-0.4124,1883,-0.3135,1973,-0.2406,1784,-0.4361
ENSG00000168077,SCARA3,41,0.58190,17,-0.7750,40,0.53212,62,1.29486,44,0.68193,25,-0.2328,18,-0.6890,6,-2.3262,36,0.34896,13,-1.2837
ENSG00000147419,CCDC25,32,-0.8122,50,-0.1149,46,-0.2392,47,-0.2055,60,0.17564,68,0.37410,58,0.10727,76,0.54544,71,0.42843,43,-0.3987
ENSG00000134014,ELP3,9,-1.6368,21,-0.4203,26,-0.0508,25,-0.1214,22,-0.3112,19,-0.5627,36,0.43048,25,-0.1308,57,1.19746,30,0.17085
ENSG00000104290,FZD3,40,-0.8177,47,-0.6016,60,-0.2001,30,-1.2426,32,-1.1502,51,-0.4509,117,0.86955,80,0.25272,65,-0.0866,116,0.98563
ENSG00000012232,EXTL3,16,-1.6610,53,0.13158,25,-0.9839,27,-0.9066,20,-1.3075,33,-0.5723,56,0.24197,74,0.69242,59,0.30657,84,1.04962
ENSG00000133872,SARAF,576,-0.5294,479,-0.8106,573,-0.5373,541,-0.6258,415,-1.0279,699,-0.2275,1461,0.97555,1243,0.70147,945,0.25105,978,0.34365
ENSG00000104660,LEPROTL1,40,0.25882,43,0.37385,22,-0.6477,22,-0.6189,18,-0.9411,28,-0.2637,30,-0.1840,38,0.17898,54,0.76877,38,0.19433
ENSG00000104671,DCTN6,87,0.06027,54,-0.6946,65,-0.3892,69,-0.3035,77,-0.1395,88,0.07406,86,0.03312,69,-0.3086,108,0.40391,111,0.49629
ENSG00000197265,GTF2E2,14,-0.0951,18,0.29426,13,-0.2264,17,0.17709,15,0.02035,8,-0.9446,20,0.42096,17,0.20915,17,0.13905,13,-0.1958
ENSG00000104687,GSR,71,0.39516,48,-0.2280,42,-0.4405,32,-0.8561,30,-0.9337,30,-0.9570,97,0.90010,52,-0.1049,64,0.21116,74,0.50149
ENSG00000104691,UBXN8,2,-2.4207,14,0.01699,12,-0.2953,10,-0.4862,5,-1.5849,13,-0.1477,25,0.93769,20,0.52841,16,0.20799,19,0.52584
ENSG00000104695,PPP2CB,195,-0.6437,254,-0.2388,355,0.29181,226,-0.4184,184,-0.7361,363,0.33189,435,0.62744,324,0.14695,291,-0.0233,311,0.09235
ENSG00000133878,DUSP26,55,-0.2863,75,0.20020,64,-0.0585,48,-0.5047,32,-1.1217,59,-0.1833,47,-0.5442,58,-0.2018,101,0.69188,95,0.65799
ENSG00000156687,UNC5D,20,-0.5289,15,-1.0063,15,-0.9753,10,-1.5257,13,-1.2019,7,-2.0963,35,0.30305,17,-0.7547,39,0.50398,72,1.88809
ENSG00000183779,ZNF703,7,-1.5670,22,0.08180,25,0.27941,39,1.03624,28,0.49864,21,0.03852,29,0.53263,14,-0.5422,9,-1.2114,16,-0.3985
ENSG00000147475,ERLIN2,40,1.37109,7,-1.3679,8,-1.1164,27,0.66374,34,1.08217,26,0.64278,12,-0.5686,7,-1.4191,12,-0.5546,10,-0.9428
ENSG00000147471,PLPBP,63,0.59561,32,-0.4534,49,0.20605,26,-0.7801,32,-0.4849,30,-0.5701,41,-0.1006,70,0.78589,42,-0.0525,46,0.09775
ENSG00000104221,BRF2,12,-0.3640,7,-1.2201,10,-0.6946,8,-0.9963,7,-1.2218,16,0.04482,12,-0.4309,29,1.01190,21,0.53327,24,0.82809
ENSG00000129691,ASH2L,16,-1.2501,36,-0.0458,32,-0.2442,24,-0.6782,20,-0.9953,51,0.48654,43,0.21856,51,0.49220,44,0.25576,48,0.42510
ENSG00000175324,LSM1,30,-0.2321,31,-0.2265,33,-0.1316,26,-0.4707,35,0.00139,31,-0.2213,38,0.09063,36,0.01612,61,0.87960,35,-0.0334
ENSG00000156735,BAG4,46,-0.8132,72,-0.1471,80,0.01542,35,-1.2395,31,-1.4137,103,0.42522,132,0.84477,98,0.35086,61,-0.4003,104,0.51136
ENSG00000085788,DDHD2,24,-1.3822,44,-0.4964,44,-0.4935,31,-1.0335,40,-0.6182,63,0.08035,117,1.08503,84,0.52933,83,0.50523,67,0.18573
ENSG00000147548,NSD3,46,-0.7683,54,-0.5491,85,0.16513,46,-0.7801,55,-0.5196,131,0.87557,128,0.84030,86,0.18785,58,-0.4355,76,-0.0028
ENSG00000077782,FGFR1,52,1.04126,13,-1.0767,15,-0.9610,25,-0.1667,14,-0.9788,64,1.39558,43,0.69392,12,-1.2352,54,1.09040,6,-2.3675
ENSG00000147526,TACC1,203,0.41065,121,-0.4065,124,-0.3697,155,-0.0175,100,-0.7010,205,0.43202,178,0.19628,183,0.24431,84,-0.9601,187,0.31323
ENSG00000169499,PLEKHA2,34,-0.5691,45,-0.1372,51,0.07400,29,-0.7992,25,-1.0355,19,-1.4130,17,-1.5878,54,0.14087,16,-1.6703,125,1.93427
ENSG00000169490,TM2D2,55,0.26626,30,-0.6839,20,-1.2918,24,-1.0342,21,-1.2202,28,-0.8014,66,0.56445,70,0.65628,66,0.57588,66,0.64689
ENSG00000168615,ADAM9,26,0.22282,13,-0.8073,21,-0.1296,12,-0.9701,23,-0.0051,18,-0.3743,17,-0.4406,28,0.32420,41,0.96350,26,0.20405
ENSG00000104332,SFRP1,61,2.18027,5,-1.9444,4,-2.0531,20,0.21726,26,0.63202,34,1.07345,16,-0.1272,5,-1.8180,21,0.24752,0,-4.5330
ENSG00000147533,GOLGA7,49,-0.7337,51,-0.6765,52,-0.6334,81,0.03285,116,0.61847,254,2.03716,51,-0.6905,45,-0.8575,77,-0.0395,47,-0.8819
ENSG00000158669,GPAT4,38,0.01295,33,-0.2105,25,-0.6641,24,-0.7016,21,-0.8975,38,-0.0131,26,-0.5643,38,-0.0001,66,0.89692,54,0.65483
ENSG00000083168,KAT6A,44,1.26192,11,-0.9261,18,-0.2236,26,0.36897,20,-0.0152,28,0.48422,15,-0.4500,14,-0.5659,18,-0.1963,16,-0.4633
ENSG00000070718,AP3M2,37,-1.3362,84,-0.0693,63,-0.5276,47,-0.9539,40,-1.2049,54,-0.7668,134,0.68072,139,0.74766,104,0.26864,133,0.76719
ENSG00000070501,POLB,21,-0.0774,16,-0.4516,22,-0.0352,24,0.16442,11,-0.9997,14,-0.7045,42,1.06405,29,0.42519,28,0.36727,17,-0.3945
ENSG00000078668,VDAC3,154,-0.1436,96,-0.8733,100,-0.8083,56,-1.6598,79,-1.1659,131,-0.3955,266,0.74649,313,1.02443,255,0.67230,201,0.31912
ENSG00000168575,SLC20A2,76,1.03831,9,-2.1913,30,-0.4304,22,-0.9443,34,-0.2744,56,0.52435,46,0.20327,34,-0.2755,47,0.24871,45,0.18656
ENSG00000176209,SMIM19,58,0.45567,34,-0.3585,38,-0.2173,44,0.02703,21,-1.0650,29,-0.6060,53,0.31346,68,0.72752,50,0.23426,41,-0.1149
ENSG00000120925,RNF170,10,-1.6067,24,-0.2232,18,-0.6652,25,-0.1943,26,-0.1071,44,0.69797,32,0.19225,34,0.29624,45,0.76962,26,-0.1431
ENSG00000168172,HOOK3,37,-0.1662,24,-0.8382,16,-1.4484,46,0.19083,54,0.42920,105,1.58312,37,-0.1564,27,-0.6471,43,0.08843,31,-0.4521
ENSG00000168522,FNTA,44,-0.1617,29,-0.7868,20,-1.3369,48,-0.0140,61,0.36666,109,1.35270,46,-0.0930,39,-0.3488,65,0.45610,37,-0.4710
ENSG00000165102,HGSNAT,20,-0.3398,18,-0.5106,20,-0.3171,11,-1.2510,11,-1.1704,36,0.59489,27,0.11769,24,-0.0284,30,0.31896,38,0.76940
ENSG00000164808,SPIDR,40,0.64819,34,0.40616,26,0.00166,14,-1.0078,17,-0.7130,15,-0.8751,26,-0.0145,32,0.27819,16,-0.7981,36,0.56424
ENSG00000221869,CEBPD,192,3.13101,17,-1.1597,19,-1.0165,7,-2.4398,13,-1.5162,20,-0.9478,4,-3.3073,33,-0.1631,12,-1.6630,45,0.33835
ENSG00000253729,PRKDC,40,-0.2381,21,-1.2346,34,-0.5044,30,-0.6783,39,-0.2677,81,0.90323,62,0.44326,57,0.30948,48,0.04009,51,0.16070
ENSG00000104738,MCM4,14,-0.2903,7,-1.2946,8,-1.1499,13,-0.4224,16,-0.1603,20,0.21658,11,-0.7292,35,1.13053,28,0.76045,20,0.21536
ENSG00000169139,UBE2V2,74,-1.2587,202,0.30024,110,-0.6578,108,-0.6840,76,-1.2133,232,0.52496,269,0.77286,250,0.64692,202,0.30177,160,-0.0785
ENSG00000147481,SNTG1,0,-6.0778,19,0.53504,13,-0.0995,13,-0.0499,5,-1.3555,17,0.33442,30,1.24256,25,0.95174,15,0.16546,7,-1.0874
ENSG00000168300,PCMTD1,41,0.63896,14,-0.9644,22,-0.3654,13,-1.0617,32,0.26718,35,0.40258,32,0.24754,26,-0.0481,49,0.94570,18,-0.7213
ENSG00000023287,RB1CC1,79,-0.6828,127,0.06017,90,-0.4839,151,0.32705,134,0.13434,175,0.57030,139,0.19650,116,-0.0868,127,0.05322,106,-0.2472
ENSG00000082556,OPRK1,14,-0.7269,18,-0.3736,19,-0.2944,9,-1.3678,6,-1.9524,23,0.04647,12,-0.9221,45,1.13222,16,-0.5499,43,1.25160
ENSG00000047249,ATP6V1H,145,-1.3681,189,-0.9706,345,-0.0458,153,-1.2921,81,-2.2392,106,-1.8375,222,-0.7276,590,0.82949,363,0.03221,856,1.81050
ENSG00000147509,RGS20,27,-0.0035,21,-0.3597,29,0.14680,32,0.26117,25,-0.1049,5,-2.5130,5,-2.3567,21,-0.3510,13,-1.0439,58,1.52403
ENSG00000187735,TCEA1,138,1.60932,30,-0.8896,39,-0.4942,47,-0.2021,78,0.62656,59,0.17750,42,-0.3533,39,-0.4864,48,-0.1733,33,-0.8064
ENSG00000120992,LYPLA1,36,0.74636,19,-0.2903,26,0.26177,23,0.06244,20,-0.1803,12,-0.9134,22,-0.0076,27,0.29018,27,0.29612,17,-0.4627
ENSG00000137547,MRPL15,20,-1.3156,46,-0.0763,39,-0.3113,39,-0.3230,29,-0.7799,55,0.21363,36,-0.4249,72,0.66205,120,1.54465,36,-0.5046
ENSG00000206579,XKR4,12,-1.5107,29,-0.1609,9,-1.8887,18,-0.8564,11,-1.6537,45,0.54805,94,1.83598,27,-0.2503,39,0.32848,34,0.12260
ENSG00000167904,TMEM68,2,-3.3838,11,-0.7958,18,-0.0450,6,-1.6621,11,-0.8096,22,0.28383,46,1.48059,24,0.36502,23,0.29100,22,0.28675
ENSG00000008988,RPS20,1026,1.25183,378,-0.3880,391,-0.3379,707,0.61163,776,0.76833,667,0.51487,206,-1.3148,272,-0.8956,332,-0.5894,288,-0.8719
ENSG00000170791,CHCHD7,34,0.06882,40,0.32031,37,0.20167,39,0.27378,18,-0.8774,28,-0.2517,13,-1.4193,50,0.66524,20,-0.7693,41,0.39091
ENSG00000170786,SDR16C5,11,-0.6258,7,-1.1436,13,-0.2987,8,-1.0319,8,-1.0934,4,-2.0702,20,0.31515,35,1.26486,12,-0.4125,30,1.15952
ENSG00000104331,IMPAD1,53,-0.4133,50,-0.5082,43,-0.7260,36,-1.0253,37,-0.9587,127,0.98953,117,0.84702,104,0.65016,93,0.46266,52,-0.4874
ENSG00000169122,FAM110B,11,-2.0191,29,-0.5547,32,-0.3779,28,-0.5937,28,-0.6155,92,1.32636,63,0.68224,39,-0.0975,59,0.56682,37,-0.1792
ENSG00000215114,UBXN2B,47,0.11255,46,0.07574,45,0.04940,25,-0.8749,29,-0.6353,46,0.08143,73,0.84962,39,-0.1803,29,-0.6196,50,0.26325
ENSG00000137575,SDCBP,161,0.24334,128,-0.1229,90,-0.6607,90,-0.6634,82,-0.8021,91,-0.6439,216,0.72400,179,0.41711,129,-0.1046,177,0.44405
ENSG00000178538,CA8,17,0.29605,12,-0.2721,20,0.53939,15,0.09210,12,-0.2108,11,-0.3180,10,-0.4680,1,-3.0390,47,2.05537,5,-1.6977
ENSG00000104388,RAB2A,167,-0.6129,161,-0.6751,208,-0.2792,129,-1.0105,147,-0.8055,224,-0.1611,346,0.53821,368,0.64253,316,0.39050,331,0.52539
ENSG00000177182,CLVS1,6,-1.7274,22,0.28684,16,-0.2670,14,-0.4155,10,-0.9789,21,0.21593,25,0.45285,30,0.77988,22,0.26052,19,0.07073
ENSG00000198363,ASPH,79,-0.1038,55,-0.6565,58,-0.5712,77,-0.1280,103,0.32449,92,0.13846,151,0.96725,80,-0.0829,98,0.24308,66,-0.4223
ENSG00000274956,NKAIN3-IT1,30,-0.2176,37,0.08637,37,0.08812,65,1.01577,73,1.21929,40,0.20292,37,0.09312,12,-1.6458,12,-1.6206,21,-0.8518
ENSG00000137563,GGH,20,0.02087,14,-0.5357,29,0.55121,22,0.14463,9,-1.2180,12,-0.7738,22,0.14129,48,1.44160,19,-0.0810,13,-0.7012
ENSG00000185728,YTHDF3,22,-1.0252,33,-0.3820,38,-0.1654,29,-0.6078,26,-0.7356,51,0.28835,37,-0.2120,67,0.72133,47,0.16094,59,0.59576
ENSG00000254377,MIR124-2HG,8,-0.9472,11,-0.4816,6,-1.4740,4,-2.0074,5,-1.6426,19,0.29721,16,0.00783,14,-0.1376,35,1.31487,27,1.01887
ENSG00000180828,BHLHE22,5,-1.6856,10,-0.8231,12,-0.6151,7,-1.2948,15,-0.2310,1,-3.4176,28,0.76612,19,0.16953,4,-1.9997,45,1.92280
ENSG00000104442,ARMC1,23,-0.7965,19,-1.0507,19,-1.0499,38,0.00368,23,-0.7363,92,1.48471,66,0.89117,48,0.38825,32,-0.2763,29,-0.4661
ENSG00000147576,ADHFE1,27,0.99150,10,-0.6105,7,-1.1365,25,0.90919,24,0.84806,20,0.53309,19,0.44705,8,-0.9600,2,-2.9751,9,-0.8361
ENSG00000169085,VXN,67,-1.2747,119,-0.4081,130,-0.2735,137,-0.1912,96,-0.7383,194,0.36543,134,-0.2192,333,1.28215,100,-0.6689,194,0.41616
ENSG00000175073,VCPIP1,22,-0.5599,14,-1.2326,14,-1.2224,14,-1.2293,24,-0.4393,45,0.55419,58,0.95476,48,0.66550,43,0.46186,35,0.13929
ENSG00000104205,SGK3,42,1.30205,12,-0.6922,14,-0.4594,19,-0.0220,29,0.66937,62,2.01395,6,-1.7195,11,-0.7948,1,-3.6200,7,-1.5725
ENSG00000245910,SNHG6,548,0.54272,322,-0.3086,410,0.07208,476,0.30930,878,1.35387,485,0.34100,213,-0.9395,218,-0.9086,317,-0.3321,222,-0.9516
ENSG00000121022,COPS5,87,0.43817,58,-0.2106,48,-0.5034,41,-0.7247,46,-0.5755,47,-0.5284,53,-0.3452,110,0.83138,113,0.87450,62,-0.1023
ENSG00000104218,CSPP1,25,0.62075,16,-0.1060,11,-0.6132,7,-1.2999,28,0.83144,29,0.88195,15,-0.1435,8,-1.1507,11,-0.6272,17,0.05661
ENSG00000066777,ARFGEF1,34,0.50863,29,0.26429,25,0.03595,18,-0.4992,14,-0.8638,15,-0.7093,14,-0.8274,50,1.18282,18,-0.4493,26,0.10438
ENSG00000046889,PREX2,65,1.25937,33,0.12872,18,-0.7912,54,0.94212,47,0.69876,34,0.18231,29,-0.0601,7,-2.0789,16,-0.9695,15,-1.1380
ENSG00000140396,NCOA2,32,0.25157,14,-1.0514,20,-0.5030,21,-0.4296,22,-0.3528,28,0.03917,47,0.89232,16,-0.7917,48,0.90833,27,-0.0415
ENSG00000067167,TRAM1,59,1.36551,11,-1.2915,11,-1.2203,20,-0.3509,31,0.29453,44,0.86463,29,0.17486,15,-0.7815,29,0.18897,17,-0.7047
ENSG00000147601,TERF1,40,0.09951,38,0.01205,15,-1.4082,17,-1.2034,23,-0.7319,63,0.82989,52,0.50897,44,0.25188,35,-0.1145,44,0.26234
ENSG00000147604,RPL7,1122,1.12914,424,-0.4579,593,0.06865,655,0.22882,842,0.63900,698,0.33012,373,-0.6536,404,-0.5324,409,-0.5134,364,-0.7525
ENSG00000040341,STAU2,54,-0.6453,104,0.38069,86,0.07432,58,-0.5497,43,-1.0043,85,0.05228,143,0.90773,115,0.54761,82,-0.0039,67,-0.3565
ENSG00000104343,UBE2W,19,-1.3703,60,0.34211,26,-0.9308,28,-0.8473,38,-0.3607,44,-0.1248,80,0.82569,76,0.74495,26,-0.9595,66,0.57346
ENSG00000154582,ELOC,180,0.11165,147,-0.2109,218,0.42027,183,0.13753,131,-0.3871,105,-0.7314,127,-0.4386,225,0.46769,195,0.23830,169,0.00443
ENSG00000175606,TMEM70,32,-1.3016,84,0.17388,58,-0.4173,47,-0.7402,30,-1.3791,50,-0.6248,110,0.60494,138,0.99325,79,0.07506,100,0.52463
ENSG00000104369,JPH1,2,-2.3283,10,-0.4507,7,-0.9654,4,-1.8932,4,-1.6868,16,0.26237,32,1.41769,15,0.20163,16,0.29724,21,0.78393
ENSG00000104381,GDAP1,21,-1.8466,46,-0.6905,73,0.03751,32,-1.2252,25,-1.5762,73,0.02660,104,0.60639,117,0.79966,106,0.63527,95,0.51312
ENSG00000270866,AC067773.1,4,-1.8428,28,1.16144,20,0.58125,11,-0.3419,9,-0.5863,14,0.00731,17,0.35329,21,0.63527,13,-0.0938,7,-1.0056
ENSG00000164751,PEX2,30,0.42294,28,0.29438,15,-0.6735,24,0.03312,29,0.36595,33,0.58082,34,0.63696,16,-0.5848,18,-0.3797,13,-0.8761
ENSG00000171033,PKIA,69,-1.2228,133,-0.2355,120,-0.3927,116,-0.4479,85,-0.9126,155,0.00699,326,1.24621,178,0.23328,143,-0.1150,185,0.33008
ENSG00000104427,ZC2HC1A,38,0.45873,23,-0.3319,37,0.43380,18,-0.6936,14,-1.0354,43,0.66855,28,-0.0126,52,0.97932,30,0.06794,15,-1.0832
ENSG00000104435,STMN2,213,-1.9972,1060,0.46311,504,-0.7085,253,-1.7455,249,-1.7706,879,0.15997,2132,1.68750,1505,1.05421,896,0.18931,529,-0.6924
ENSG00000164683,HEY1,45,0.02722,29,-0.6260,39,-0.1651,19,-1.2574,29,-0.6164,9,-2.3695,33,-0.4300,62,0.56463,42,-0.0611,87,1.33368
ENSG00000147586,MRPS28,54,0.38455,47,0.16171,45,0.08400,66,0.70453,39,-0.1529,35,-0.3186,35,-0.2850,54,0.39357,52,0.33128,20,-1.2125
ENSG00000076554,TPD52,80,-0.3872,79,-0.3906,130,0.38582,75,-0.4693,58,-0.8759,130,0.39325,138,0.48630,155,0.67748,80,-0.3759,98,-0.0659
ENSG00000164684,ZNF704,32,0.71377,6,-1.7578,8,-1.3130,34,0.85093,30,0.60463,29,0.57223,31,0.69063,8,-1.4221,21,0.08308,12,-0.8951
ENSG00000164687,FABP5,350,1.66585,88,-0.6267,101,-0.4230,89,-0.6128,128,-0.0483,148,0.18246,183,0.52991,151,0.21946,100,-0.4271,56,-1.3984
ENSG00000147588,PMP2,329,1.42195,135,-0.0789,88,-0.7367,227,0.77387,345,1.50862,170,0.29877,64,-1.2144,40,-1.9200,60,-1.3016,48,-1.7376
ENSG00000133731,IMPA1,25,-0.1469,23,-0.2736,22,-0.3465,19,-0.5860,21,-0.4265,50,0.97892,23,-0.2455,44,0.77801,28,0.04817,23,-0.2919
ENSG00000104231,ZFAND1,36,0.18703,20,-0.7319,27,-0.2785,31,-0.0704,15,-1.1788,43,0.46491,36,0.18997,32,-0.0148,49,0.68047,32,0.01838
ENSG00000184672,RALYL,17,-1.4771,55,0.26099,45,-0.0618,49,0.08172,24,-1.0405,45,-0.0606,72,0.71064,77,0.80446,30,-0.6732,50,0.10600
ENSG00000176731,RBIS,167,0.87464,95,-0.0438,98,0.00070,101,0.06011,98,-0.0011,72,-0.4648,66,-0.6141,104,0.10441,111,0.20406,81,-0.3193
ENSG00000104267,CA2,125,0.74034,22,-1.9280,35,-1.2557,119,0.66699,137,0.89636,336,2.64417,30,-1.4772,13,-2.6794,34,-1.2648,9,-3.2745
ENSG00000123124,WWP1,20,-0.6208,25,-0.2582,26,-0.1959,25,-0.3068,23,-0.4274,29,-0.0507,38,0.37845,25,-0.2783,51,0.86518,34,0.20698
ENSG00000176623,RMDN1,34,0.78990,17,-0.2900,19,-0.1601,31,0.65274,16,-0.4355,30,0.54985,27,0.43146,13,-0.6808,10,-1.1450,16,-0.4295
ENSG00000085719,CPNE3,80,1.27958,26,-0.5416,29,-0.3654,37,0.02627,40,0.13635,54,0.60256,23,-0.7082,23,-0.7004,14,-1.4720,39,0.12092
ENSG00000156103,MMP16,18,-0.0477,9,-1.0759,24,0.40330,9,-1.0646,11,-0.7954,29,0.71012,30,0.76786,17,-0.1297,31,0.79009,13,-0.5431
ENSG00000164823,OSGIN2,36,0.79040,10,-1.1988,13,-0.8262,13,-0.7950,28,0.38052,30,0.49632,34,0.70004,22,0.00246,16,-0.4661,20,-0.1609
ENSG00000104320,NBN,42,0.81625,16,-0.6599,35,0.52612,10,-1.3184,13,-0.9538,20,-0.3363,23,-0.1317,30,0.28172,40,0.72692,24,-0.1195
ENSG00000104325,DECR1,56,0.84629,16,-1.0736,40,0.28908,52,0.74398,44,0.46426,17,-0.9785,14,-1.2437,31,-0.1053,38,0.22988,27,-0.3342
ENSG00000104327,CALB1,35,-1.3395,53,-0.7055,56,-0.6477,30,-1.5477,14,-2.7060,1,-6.0716,27,-1.7247,59,-0.5525,187,1.33097,233,2.17197
ENSG00000123119,NECAB1,85,-1.7743,231,-0.2552,182,-0.6265,117,-1.2919,100,-1.5299,469,0.89386,660,1.49893,299,0.15184,182,-0.6276,333,0.36839
ENSG00000155099,PIP4P2,33,-0.6153,30,-0.7593,42,-0.2251,37,-0.4295,31,-0.6968,63,0.40224,66,0.47847,47,-0.0495,94,1.06745,47,-0.0520
ENSG00000253738,OTUD6B-AS1,97,0.18296,42,-1.1022,101,0.24588,74,-0.2472,64,-0.4825,81,-0.1064,76,-0.2060,99,0.21686,153,0.93143,83,-0.0773
ENSG00000155100,OTUD6B,5,-1.6844,25,0.71241,16,-0.0025,12,-0.3970,11,-0.4729,24,0.67429,10,-0.7110,23,0.62892,14,-0.2068,17,0.09326
ENSG00000079102,RUNX1T1,24,-0.2589,35,0.32217,12,-1.2348,16,-0.9105,16,-0.8781,74,1.62513,37,0.43267,47,0.80495,16,-0.8900,18,-0.7842
ENSG00000205133,TRIQK,24,-0.3414,19,-0.7074,26,-0.2575,24,-0.3755,22,-0.4647,13,-1.2744,44,0.58238,53,0.89310,43,0.54398,33,0.16098
ENSG00000188343,FAM92A,50,0.47835,41,0.14331,45,0.29532,28,-0.4530,14,-1.4245,25,-0.6330,32,-0.2156,57,0.67588,45,0.31464,36,-0.0498
ENSG00000164951,PDP1,55,-0.6765,82,-0.0574,64,-0.4415,41,-1.1050,25,-1.8679,92,0.11792,115,0.48926,205,1.48151,53,-0.7375,102,0.32637
ENSG00000164944,VIRMA,1,-3.0304,8,-0.7643,5,-1.4136,12,-0.1164,21,0.74576,24,1.01063,9,-0.5367,25,1.09560,19,0.57827,9,-0.5737
ENSG00000156162,DPY19L4,12,-0.3244,5,-1.7317,4,-2.0278,26,0.84697,17,0.13418,35,1.35769,22,0.57356,10,-0.7224,20,0.43124,9,-0.8165
ENSG00000156170,NDUFAF6,26,0.08741,20,-0.3046,16,-0.6354,23,-0.1012,16,-0.6560,25,0.03799,21,-0.2283,40,0.82581,18,-0.4395,31,0.44806
ENSG00000156467,UQCRB,1517,0.68532,1057,0.09512,921,-0.1224,1174,0.26341,1327,0.46292,817,-0.3111,733,-0.4782,720,-0.5064,1219,0.32429,733,-0.5231
ENSG00000156471,PTDSS1,16,-1.7933,34,-0.7373,37,-0.6066,36,-0.6492,27,-1.0559,47,-0.2270,80,0.61913,99,0.98711,78,0.57573,72,0.51419
